date,genotype,animal,food,cond,cue,response.time,pir,group
2019_04_09,N2,3185,JUb39,20min_off_food,oct_0.3,8.6,,
2019_04_09,N2,3186,JUb39,20min_off_food,oct_0.3,3.6,,
2019_04_09,N2,3187,JUb39,20min_off_food,oct_0.3,7.3,,
2019_04_09,N2,3188,JUb39,20min_off_food,oct_0.3,2.9,,
2019_04_09,N2,3189,JUb39,20min_off_food,oct_0.3,20,,
2019_04_09,N2,3190,JUb39,20min_off_food,oct_0.3,8.1,,
2019_04_09,N2,3191,JUb39,20min_off_food,oct_0.3,8.5,,
2019_04_09,N2,3192,JUb39,20min_off_food,oct_0.3,6.4,,
2019_04_09,N2,3193,JUb39,20min_off_food,oct_0.3,2.2,,
2019_04_09,N2,3194,JUb39,20min_off_food,oct_0.3,1.8,,
2019_04_09,N2,3195,JUb39,20min_off_food,oct_0.3,7.3,,
2019_04_09,N2,3196,JUb39,20min_off_food,oct_0.3,2,,
2019_04_09,N2,3197,JUb39,20min_off_food,oct_0.3,1.8,,
2019_04_09,N2,3198,JUb39,20min_off_food,oct_0.3,8.1,,
2019_04_09,N2,3199,JUb39,20min_off_food,oct_0.3,6.5,,
2019_04_09,N2,3200,JUb39,20min_off_food,oct_0.3,1.9,,
2019_04_09,N2,3201,JUb39,20min_off_food,oct_0.3,1.3,,
2019_04_09,tdc-1,3202,JUb39,20min_off_food,oct_0.3,1.8,,
2019_04_09,tdc-1,3203,JUb39,20min_off_food,oct_0.3,1.1,,
2019_04_09,tdc-1,3204,JUb39,20min_off_food,oct_0.3,7.8,,
2019_04_09,tdc-1,3205,JUb39,20min_off_food,oct_0.3,20,,
2019_04_09,tdc-1,3206,JUb39,20min_off_food,oct_0.3,1.8,,
2019_04_09,tdc-1,3207,JUb39,20min_off_food,oct_0.3,8.2,,
2019_04_09,tdc-1,3208,JUb39,20min_off_food,oct_0.3,3.3,,
2019_04_09,tdc-1,3209,JUb39,20min_off_food,oct_0.3,8.6,,
2019_04_09,tdc-1,3210,JUb39,20min_off_food,oct_0.3,2.6,,
2019_04_09,tdc-1,3211,JUb39,20min_off_food,oct_0.3,7.2,,
2019_04_09,tdc-1,3212,JUb39,20min_off_food,oct_0.3,5.2,,
2019_04_09,tdc-1,3213,JUb39,20min_off_food,oct_0.3,4.3,,
2019_04_09,tdc-1,3214,JUb39,20min_off_food,oct_0.3,9.4,,
2019_04_09,tdc-1,3215,JUb39,20min_off_food,oct_0.3,2.8,,
2019_04_09,tdc-1,3216,JUb39,20min_off_food,oct_0.3,6.4,,
2019_04_09,tdc-1,3217,JUb39,20min_off_food,oct_0.3,4,,
2019_04_09,tdc-1,3218,JUb39,20min_off_food,oct_0.3,1.9,,
2019_04_09,tdc-1,3219,JUb39,20min_off_food,oct_0.3,3.1,,
2019_04_09,tdc-1,3220,JUb39,20min_off_food,oct_0.3,4.2,,
2019_04_09,tdc-1,3221,JUb39,20min_off_food,oct_0.3,8.5,,
2019_04_13,N2,3222,OP50,20min_off_food,oct_0.3,3,,
2019_04_13,N2,3223,OP50,20min_off_food,oct_0.3,5.4,,
2019_04_13,N2,3224,OP50,20min_off_food,oct_0.3,1.9,,
2019_04_13,N2,3225,OP50,20min_off_food,oct_0.3,1.1,,
2019_04_13,N2,3226,OP50,20min_off_food,oct_0.3,1.8,,
2019_04_13,N2,3227,OP50,20min_off_food,oct_0.3,1.4,,
2019_04_13,N2,3228,OP50,20min_off_food,oct_0.3,3.5,,
2019_04_13,N2,3229,OP50,20min_off_food,oct_0.3,7.6,,
2019_04_13,N2,3230,OP50,20min_off_food,oct_0.3,3.9,,
2019_04_13,N2,3231,OP50,20min_off_food,oct_0.3,2.2,,
2019_04_13,N2,3232,OP50,20min_off_food,oct_0.3,2.3,,
2019_04_13,N2,3233,OP50,20min_off_food,oct_0.3,4.5,,
2019_04_13,N2,3234,OP50,20min_off_food,oct_0.3,2.5,,
2019_04_13,N2,3235,OP50,20min_off_food,oct_0.3,1.9,,
2019_04_13,N2,3236,OP50,20min_off_food,oct_0.3,3.5,,
2019_04_13,N2,3237,OP50,20min_off_food,oct_0.3,3.1,,
2019_04_13,N2,3238,OP50,20min_off_food,oct_0.3,2.3,,
2019_04_13,N2,3239,OP50,20min_off_food,oct_0.3,2.5,,
2019_04_13,N2,3240,OP50,20min_off_food,oct_0.3,13,,
2019_04_13,N2,3241,OP50,20min_off_food,oct_0.3,3.7,,
2019_04_13,tdc-1,3242,OP50,20min_off_food,oct_0.3,0.7,,
2019_04_13,tdc-1,3243,OP50,20min_off_food,oct_0.3,1.8,,
2019_04_13,tdc-1,3244,OP50,20min_off_food,oct_0.3,0.7,,
2019_04_13,tdc-1,3245,OP50,20min_off_food,oct_0.3,0.9,,
2019_04_13,tdc-1,3246,OP50,20min_off_food,oct_0.3,3.3,,
2019_04_13,tdc-1,3247,OP50,20min_off_food,oct_0.3,3.9,,
2019_04_13,tdc-1,3248,OP50,20min_off_food,oct_0.3,1.5,,
2019_04_13,tdc-1,3249,OP50,20min_off_food,oct_0.3,2.5,,
2019_04_13,tdc-1,3250,OP50,20min_off_food,oct_0.3,0.7,,
2019_04_13,tdc-1,3251,OP50,20min_off_food,oct_0.3,1.6,,
2019_04_13,tdc-1,3252,OP50,20min_off_food,oct_0.3,2.7,,
2019_04_13,tdc-1,3253,OP50,20min_off_food,oct_0.3,1.4,,
2019_04_13,tdc-1,3254,OP50,20min_off_food,oct_0.3,2.2,,
2019_04_13,tdc-1,3255,OP50,20min_off_food,oct_0.3,5.9,,
2019_04_13,tdc-1,3256,OP50,20min_off_food,oct_0.3,1.5,,
2019_04_13,tdc-1,3257,OP50,20min_off_food,oct_0.3,1.6,,
2019_04_13,tdc-1,3258,OP50,20min_off_food,oct_0.3,1,,
2019_04_13,tdc-1,3259,OP50,20min_off_food,oct_0.3,3.6,,
2019_04_13,tdc-1,3260,OP50,20min_off_food,oct_0.3,1.2,,
2019_04_13,tdc-1,3261,OP50,20min_off_food,oct_0.3,4.9,,
2019_04_13,N2,3262,JUb39,20min_off_food,oct_0.3,1.4,,
2019_04_13,N2,3263,JUb39,20min_off_food,oct_0.3,2.5,,
2019_04_13,N2,3264,JUb39,20min_off_food,oct_0.3,2,,
2019_04_13,N2,3265,JUb39,20min_off_food,oct_0.3,1.7,,
2019_04_13,N2,3266,JUb39,20min_off_food,oct_0.3,4.9,,
2019_04_13,N2,3267,JUb39,20min_off_food,oct_0.3,9.4,,
2019_04_13,N2,3268,JUb39,20min_off_food,oct_0.3,2,,
2019_04_13,N2,3269,JUb39,20min_off_food,oct_0.3,6.6,,
2019_04_13,N2,3270,JUb39,20min_off_food,oct_0.3,2.3,,
2019_04_13,N2,3271,JUb39,20min_off_food,oct_0.3,1.9,,
2019_04_13,N2,3272,JUb39,20min_off_food,oct_0.3,4.1,,
2019_04_13,N2,3273,JUb39,20min_off_food,oct_0.3,3.1,,
2019_04_13,N2,3274,JUb39,20min_off_food,oct_0.3,1.7,,
2019_04_13,N2,3275,JUb39,20min_off_food,oct_0.3,2.6,,
2019_04_13,N2,3276,JUb39,20min_off_food,oct_0.3,1.4,,
2019_04_13,N2,3277,JUb39,20min_off_food,oct_0.3,2.2,,
2019_04_13,N2,3278,JUb39,20min_off_food,oct_0.3,3.2,,
2019_04_13,N2,3279,JUb39,20min_off_food,oct_0.3,1.6,,
2019_04_13,N2,3280,JUb39,20min_off_food,oct_0.3,2,,
2019_04_13,N2,3281,JUb39,20min_off_food,oct_0.3,3.9,,
2019_04_13,tdc-1,3282,JUb39,20min_off_food,oct_0.3,21,,
2019_04_13,tdc-1,3283,JUb39,20min_off_food,oct_0.3,3.3,,
2019_04_13,tdc-1,3284,JUb39,20min_off_food,oct_0.3,8.4,,
2019_04_13,tdc-1,3285,JUb39,20min_off_food,oct_0.3,6.1,,
2019_04_13,tdc-1,3286,JUb39,20min_off_food,oct_0.3,2.6,,
2019_04_13,tdc-1,3287,JUb39,20min_off_food,oct_0.3,13.2,,
2019_04_13,tdc-1,3288,JUb39,20min_off_food,oct_0.3,2.6,,
2019_04_13,tdc-1,3289,JUb39,20min_off_food,oct_0.3,20,,
2019_04_13,tdc-1,3290,JUb39,20min_off_food,oct_0.3,4.8,,
2019_04_13,tdc-1,3291,JUb39,20min_off_food,oct_0.3,2.4,,
2019_04_13,tdc-1,3292,JUb39,20min_off_food,oct_0.3,3,,
2019_04_13,tdc-1,3293,JUb39,20min_off_food,oct_0.3,20,,
2019_04_13,tdc-1,3294,JUb39,20min_off_food,oct_0.3,8.3,,
2019_04_13,tdc-1,3295,JUb39,20min_off_food,oct_0.3,3,,
2019_04_13,tdc-1,3296,JUb39,20min_off_food,oct_0.3,6.3,,
2019_04_13,tdc-1,3297,JUb39,20min_off_food,oct_0.3,9.4,,
2019_04_13,tdc-1,3298,JUb39,20min_off_food,oct_0.3,6.2,,
2019_04_13,tdc-1,3299,JUb39,20min_off_food,oct_0.3,11.1,,
2019_04_13,tdc-1,3300,JUb39,20min_off_food,oct_0.3,3.4,,
2019_04_13,tdc-1,3301,JUb39,20min_off_food,oct_0.3,6.4,,
2019_04_29,N2,3817,OP50,20min_off_food,oct_0.3,7,,
2019_04_29,N2,3818,OP50,20min_off_food,oct_0.3,5.5,,
2019_04_29,N2,3819,OP50,20min_off_food,oct_0.3,1.7,,
2019_04_29,N2,3820,OP50,20min_off_food,oct_0.3,5.3,,
2019_04_29,N2,3821,OP50,20min_off_food,oct_0.3,1.8,,
2019_04_29,N2,3822,OP50,20min_off_food,oct_0.3,1.2,,
2019_04_29,N2,3823,OP50,20min_off_food,oct_0.3,4.4,,
2019_04_29,N2,3824,OP50,20min_off_food,oct_0.3,2.4,,
2019_04_29,N2,3825,OP50,20min_off_food,oct_0.3,1.5,,
2019_04_29,N2,3826,OP50,20min_off_food,oct_0.3,13,,
2019_04_29,N2,3827,OP50,20min_off_food,oct_0.3,3.7,,
2019_04_29,N2,3828,OP50,20min_off_food,oct_0.3,1.2,,
2019_04_29,N2,3829,OP50,20min_off_food,oct_0.3,4.7,,
2019_04_29,N2,3830,OP50,20min_off_food,oct_0.3,1.1,,
2019_04_29,N2,3831,OP50,20min_off_food,oct_0.3,3.1,,
2019_04_29,N2,3832,OP50,20min_off_food,oct_0.3,1.4,,
2019_04_29,N2,3833,OP50,20min_off_food,oct_0.3,1.4,,
2019_04_29,N2,3834,OP50,20min_off_food,oct_0.3,1.5,,
2019_04_29,N2,3835,OP50,20min_off_food,oct_0.3,5.7,,
2019_04_29,N2,3836,OP50,20min_off_food,oct_0.3,3,,
2019_04_29,N2,3837,JUb39,20min_off_food,oct_0.3,5.1,,
2019_04_29,N2,3838,JUb39,20min_off_food,oct_0.3,4.5,,
2019_04_29,N2,3839,JUb39,20min_off_food,oct_0.3,1.9,,
2019_04_29,N2,3840,JUb39,20min_off_food,oct_0.3,1.7,,
2019_04_29,N2,3841,JUb39,20min_off_food,oct_0.3,2.2,,
2019_04_29,N2,3842,JUb39,20min_off_food,oct_0.3,1.5,,
2019_04_29,N2,3843,JUb39,20min_off_food,oct_0.3,2.7,,
2019_04_29,N2,3844,JUb39,20min_off_food,oct_0.3,3,,
2019_04_29,N2,3845,JUb39,20min_off_food,oct_0.3,3.8,,
2019_04_29,N2,3846,JUb39,20min_off_food,oct_0.3,3.6,,
2019_04_29,N2,3847,JUb39,20min_off_food,oct_0.3,2.4,,
2019_04_29,N2,3848,JUb39,20min_off_food,oct_0.3,1.6,,
2019_04_29,N2,3849,JUb39,20min_off_food,oct_0.3,1.2,,
2019_04_29,N2,3850,JUb39,20min_off_food,oct_0.3,3.3,,
2019_04_29,N2,3851,JUb39,20min_off_food,oct_0.3,4.8,,
2019_04_29,N2,3852,JUb39,20min_off_food,oct_0.3,20,,
2019_04_29,N2,3853,JUb39,20min_off_food,oct_0.3,2.8,,
2019_04_29,N2,3854,JUb39,20min_off_food,oct_0.3,2.8,,
2019_04_29,N2,3855,JUb39,20min_off_food,oct_0.3,1.7,,
2019_04_29,N2,3856,JUb39,20min_off_food,oct_0.3,1.8,,
2019_04_29,N2,3857,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,3.5,,
2019_04_29,N2,3858,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,5.2,,
2019_04_29,N2,3859,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,3.3,,
2019_04_29,N2,3860,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,3.8,,
2019_04_29,N2,3861,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,2.3,,
2019_04_29,N2,3862,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,1.8,,
2019_04_29,N2,3863,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,1.2,,
2019_04_29,N2,3864,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,3.8,,
2019_04_29,N2,3865,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,3,,
2019_04_29,N2,3866,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,1.2,,
2019_04_29,N2,3867,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,2.2,,
2019_04_29,N2,3868,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,5.2,,
2019_04_29,N2,3869,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,2.5,,
2019_04_29,N2,3870,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,5,,
2019_04_29,N2,3871,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,0.9,,
2019_04_29,N2,3872,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,1.1,,
2019_04_29,N2,3873,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,1.1,,
2019_04_29,N2,3874,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,2.6,,
2019_04_29,N2,3875,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,1.5,,
2019_04_29,N2,3876,JUb39; tdcDel::cmR delAADC,20min_off_food,oct_0.3,2.4,,
