date,genotype,animal,food,cond,cue,response.time,pir,group
6_23_18,tbh-1,,JUb39,off_food,oct_1.0,7,,
6_23_18,tbh-1,,JUb39,off_food,oct_1.0,13,,
6_23_18,tbh-1,,JUb39,off_food,oct_1.0,6.6,,
6_23_18,tbh-1,,JUb39,off_food,oct_1.0,8,,
6_23_18,tbh-1,,JUb39,off_food,oct_1.0,7.8,,
6_23_18,tbh-1,,JUb39,off_food,oct_1.0,15.1,,
23072018,N2,1,OP,off_food,oct_1.0,1.2,,
23072018,N2,2,OP,off_food,oct_1.0,2.2,,
23072018,N2,3,OP,off_food,oct_1.0,2.2,,
23072018,N2,4,OP,off_food,oct_1.0,3.6,,
23072018,N2,5,OP,off_food,oct_1.0,5,,
23072018,N2,6,OP,off_food,oct_1.0,4.7,,
23072018,N2,7,OP,off_food,oct_1.0,3,,
23072018,N2,8,OP,off_food,oct_1.0,1.9,,
23072018,N2,9,OP,off_food,oct_1.0,2.6,,
23072018,N2,10,OP,off_food,oct_1.0,3.2,,
23072018,N2,11,OP,off_food,oct_1.0,2.6,,
23072018,N2,12,OP,off_food,oct_1.0,3.7,,
23072018,N2,13,OP,off_food,oct_1.0,3,,
23072018,N2,14,OP,off_food,oct_1.0,1.6,,
23072018,N2,15,OP,off_food,oct_1.0,2.4,,
23072018,N2,16,OP,off_food,oct_1.0,2.5,,
23072018,N2,17,OP,off_food,oct_1.0,2,,
23072018,N2,18,OP,off_food,oct_1.0,1.8,,
23072018,N2,19,OP,off_food,oct_1.0,5.4,,
23072018,N2,20,OP,off_food,oct_1.0,5.9,,
23072018,N2,1,Ps,off_food,oct_1.0,13.5,,
23072018,N2,2,Ps,off_food,oct_1.0,2.1,,
23072018,N2,3,Ps,off_food,oct_1.0,20,,
23072018,N2,4,Ps,off_food,oct_1.0,11,,
23072018,N2,5,Ps,off_food,oct_1.0,12,,
23072018,N2,6,Ps,off_food,oct_1.0,2,,
23072018,N2,7,Ps,off_food,oct_1.0,4.7,,
23072018,N2,8,Ps,off_food,oct_1.0,20,,
23072018,N2,9,Ps,off_food,oct_1.0,7.8,,
23072018,N2,10,Ps,off_food,oct_1.0,4.7,,
23072018,N2,11,Ps,off_food,oct_1.0,5.7,,
23072018,N2,12,Ps,off_food,oct_1.0,20,,
23072018,N2,13,Ps,off_food,oct_1.0,2,,
23072018,N2,14,Ps,off_food,oct_1.0,20,,
23072018,N2,15,Ps,off_food,oct_1.0,2.7,,
23072018,N2,16,Ps,off_food,oct_1.0,4.3,,
23072018,N2,17,Ps,off_food,oct_1.0,3.3,,
23072018,N2,18,Ps,off_food,oct_1.0,1.8,,
23072018,N2,19,Ps,off_food,oct_1.0,7.4,,
23072018,N2,20,Ps,off_food,oct_1.0,10,,
23072018,N2,1,BL21_tdcGOF,15min,oct_1.0,3,,
23072018,N2,2,BL21_tdcGOF,15min,oct_1.0,1.1,,
23072018,N2,3,BL21_tdcGOF,15min,oct_1.0,1.2,,
23072018,N2,4,BL21_tdcGOF,15min,oct_1.0,1.6,,
23072018,N2,5,BL21_tdcGOF,15min,oct_1.0,1.3,,
23072018,N2,6,BL21_tdcGOF,15min,oct_1.0,1.1,,
23072018,N2,7,BL21_tdcGOF,15min,oct_1.0,1.1,,
23072018,N2,8,BL21_tdcGOF,15min,oct_1.0,3.1,,
23072018,N2,9,BL21_tdcGOF,15min,oct_1.0,1.1,,
23072018,N2,10,BL21_tdcGOF,15min,oct_1.0,2.1,,
23072018,N2,11,BL21_tdcGOF,15min,oct_1.0,1.1,,
23072018,N2,12,BL21_tdcGOF,15min,oct_1.0,2.1,,
23072018,N2,13,BL21_tdcGOF,15min,oct_1.0,1.3,,
23072018,N2,14,BL21_tdcGOF,15min,oct_1.0,2,,
23072018,N2,15,BL21_tdcGOF,15min,oct_1.0,2.2,,
23072018,N2,16,BL21_tdcGOF,15min,oct_1.0,0.9,,
23072018,N2,17,BL21_tdcGOF,15min,oct_1.0,8.4,,
23072018,N2,18,BL21_tdcGOF,15min,oct_1.0,3.2,,
23072018,N2,19,BL21_tdcGOF,15min,oct_1.0,1.5,,
23072018,N2,20,BL21_tdcGOF,15min,oct_1.0,3.1,,
23072018,N2,1,BL21,15min,oct_1.0,1.1,,
23072018,N2,2,BL21,15min,oct_1.0,1.3,,
23072018,N2,3,BL21,15min,oct_1.0,1.6,,
23072018,N2,4,BL21,15min,oct_1.0,5.7,,
23072018,N2,5,BL21,15min,oct_1.0,1.4,,
23072018,N2,6,BL21,15min,oct_1.0,1.8,,
23072018,N2,7,BL21,15min,oct_1.0,3.3,,
23072018,N2,8,BL21,15min,oct_1.0,3.8,,
23072018,N2,9,BL21,15min,oct_1.0,9.3,,
23072018,N2,10,BL21,15min,oct_1.0,2.7,,
23072018,N2,11,BL21,15min,oct_1.0,2.5,,
23072018,N2,12,BL21,15min,oct_1.0,3.6,,
23072018,N2,13,BL21,15min,oct_1.0,2.1,,
23072018,N2,14,BL21,15min,oct_1.0,1.9,,
23072018,N2,15,BL21,15min,oct_1.0,1,,
23072018,N2,16,BL21,15min,oct_1.0,1.8,,
23072018,N2,17,BL21,15min,oct_1.0,8.9,,
23072018,N2,18,BL21,15min,oct_1.0,3.1,,
23072018,N2,19,BL21,15min,oct_1.0,4.3,,
23072018,N2,20,BL21,15min,oct_1.0,0.9,,
23072018,N2,21,655,off_food,oct_1.0,1.5,,
23072018,N2,22,655,off_food,oct_1.0,1.8,,
23072018,N2,23,655,off_food,oct_1.0,6.9,,
23072018,N2,24,655,off_food,oct_1.0,5.1,,
23072018,N2,25,655,off_food,oct_1.0,1.2,,
23072018,N2,26,655,off_food,oct_1.0,5.9,,
23072018,N2,27,655,off_food,oct_1.0,3.6,,
23072018,N2,28,655,off_food,oct_1.0,4.8,,
23072018,N2,29,655,off_food,oct_1.0,4.6,,
23072018,N2,30,655,off_food,oct_1.0,2.6,,
23072018,N2,31,655,off_food,oct_1.0,4.5,,
23072018,N2,32,655,off_food,oct_1.0,5.5,,
23072018,N2,33,655,off_food,oct_1.0,2.5,,
23072018,N2,34,655,off_food,oct_1.0,5.4,,
23072018,N2,35,655,off_food,oct_1.0,2.6,,
23072018,N2,36,655,off_food,oct_1.0,3.5,,
23072018,N2,37,655,off_food,oct_1.0,3.5,,
23072018,N2,38,655,off_food,oct_1.0,4.4,,
23072018,N2,39,655,off_food,oct_1.0,1.5,,
23072018,N2,40,655,off_food,oct_1.0,2.4,,
23072018,N2,41,655-tdcDel,off_food,oct_1.0,5.2,,
23072018,N2,42,655-tdcDel,off_food,oct_1.0,3.3,,
23072018,N2,43,655-tdcDel,off_food,oct_1.0,5.7,,
23072018,N2,44,655-tdcDel,off_food,oct_1.0,2.8,,
23072018,N2,45,655-tdcDel,off_food,oct_1.0,1.8,,
23072018,N2,46,655-tdcDel,off_food,oct_1.0,2.2,,
23072018,N2,47,655-tdcDel,off_food,oct_1.0,1.8,,
23072018,N2,48,655-tdcDel,off_food,oct_1.0,4.6,,
23072018,N2,49,655-tdcDel,off_food,oct_1.0,3.1,,
23072018,N2,50,655-tdcDel,off_food,oct_1.0,1.1,,
23072018,N2,51,655-tdcDel,off_food,oct_1.0,1.6,,
23072018,N2,52,655-tdcDel,off_food,oct_1.0,4.1,,
23072018,N2,53,655-tdcDel,off_food,oct_1.0,5.4,,
23072018,N2,54,655-tdcDel,off_food,oct_1.0,4.5,,
23072018,N2,55,655-tdcDel,off_food,oct_1.0,9.2,,
23072018,N2,56,655-tdcDel,off_food,oct_1.0,5.4,,
23072018,N2,57,655-tdcDel,off_food,oct_1.0,1.1,,
23072018,N2,58,655-tdcDel,off_food,oct_1.0,4,,
23072018,N2,59,655-tdcDel,off_food,oct_1.0,1.4,,
23072018,N2,60,655-tdcDel,off_food,oct_1.0,1.1,,
24072018,N2,61,BL21,off_food,oct_1.0,5.6,,
24072018,N2,62,BL21,off_food,oct_1.0,3.2,,
24072018,N2,63,BL21,off_food,oct_1.0,3.1,,
24072018,N2,64,BL21,off_food,oct_1.0,2.6,,
24072018,N2,65,BL21,off_food,oct_1.0,2.1,,
24072018,N2,66,BL21,off_food,oct_1.0,5.1,,
24072018,N2,67,BL21,off_food,oct_1.0,7.5,,
24072018,N2,68,BL21,off_food,oct_1.0,2.4,,
24072018,N2,69,BL21,off_food,oct_1.0,9,,
24072018,N2,70,BL21,off_food,oct_1.0,5.8,,
24072018,N2,71,BL21,off_food,oct_1.0,1.3,,
24072018,N2,72,BL21,off_food,oct_1.0,2.6,,
24072018,N2,73,BL21,off_food,oct_1.0,1.7,,
24072018,N2,74,BL21,off_food,oct_1.0,4,,
24072018,N2,75,BL21,off_food,oct_1.0,6.4,,
24072018,N2,76,BL21,off_food,oct_1.0,2.4,,
24072018,N2,77,BL21,off_food,oct_1.0,6.6,,
24072018,N2,78,BL21,off_food,oct_1.0,1.6,,
24072018,N2,79,BL21,off_food,oct_1.0,4.6,,
24072018,N2,80,BL21,off_food,oct_1.0,6.6,,
24072018,N2,81,BL21_tdcGOF,off_food,oct_1.0,8.7,,
24072018,N2,82,BL21_tdcGOF,off_food,oct_1.0,4.6,,
24072018,N2,83,BL21_tdcGOF,off_food,oct_1.0,3.6,,
24072018,N2,84,BL21_tdcGOF,off_food,oct_1.0,7.9,,
24072018,N2,85,BL21_tdcGOF,off_food,oct_1.0,8.7,,
24072018,N2,86,BL21_tdcGOF,off_food,oct_1.0,9.2,,
24072018,N2,87,BL21_tdcGOF,off_food,oct_1.0,4.8,,
24072018,N2,88,BL21_tdcGOF,off_food,oct_1.0,3.4,,
24072018,N2,89,BL21_tdcGOF,off_food,oct_1.0,2.5,,
24072018,N2,90,BL21_tdcGOF,off_food,oct_1.0,7.3,,
24072018,N2,91,BL21_tdcGOF,off_food,oct_1.0,3.6,,
24072018,N2,92,BL21_tdcGOF,off_food,oct_1.0,4.9,,
24072018,N2,93,BL21_tdcGOF,off_food,oct_1.0,7.3,,
24072018,N2,94,BL21_tdcGOF,off_food,oct_1.0,2.2,,
24072018,N2,95,BL21_tdcGOF,off_food,oct_1.0,5.2,,
24072018,N2,96,BL21_tdcGOF,off_food,oct_1.0,4,,
24072018,N2,97,BL21_tdcGOF,off_food,oct_1.0,2.6,,
24072018,N2,98,BL21_tdcGOF,off_food,oct_1.0,2.4,,
24072018,N2,99,BL21_tdcGOF,off_food,oct_1.0,4,,
24072018,N2,100,BL21_tdcGOF,off_food,oct_1.0,5,,
