date,genotype,food,cond,cue,plateID,animal,response.time,pir,group,paralyzed,line,data_type
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1157,1.7,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1158,2.3,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1159,1.9,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1160,4.5,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1161,1.7,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1162,3,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1163,3.2,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1164,1.1,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1165,3.7,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1166,2.8,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1167,2.1,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1169,8,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1170,3.5,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1171,1.6,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1172,4,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1173,2.4,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1174,2.8,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1175,2.4,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1176,2.7,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1178,5.4,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1181,2.6,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1182,2.4,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1184,0.6,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1185,8.6,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,JUb39,Tyrosine,oct_1.0,259,1186,4.8,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1187,0.6,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1188,5.1,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1189,2.4,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1190,2.1,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1191,1.4,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1192,3.8,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1193,2.4,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1195,1.1,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1196,1.2,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1197,2.5,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1198,1.3,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1199,0.7,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1200,10.1,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1201,4,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1202,1.8,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1203,2.8,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1204,3.9,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1205,1.8,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,260,1206,2.9,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1207,3.6,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1208,2.6,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1209,3.1,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1210,6.5,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1213,1.6,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1214,9.6,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1215,6.8,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1216,5.9,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1217,0.9,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1218,3.3,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1219,5.2,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1220,3.1,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1221,2.2,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1222,3.7,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1223,5.1,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1224,5,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1225,6.4,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,260,1226,4.1,NA,NA,non-paralyzed,5,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1227,3.2,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1228,1.3,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1229,5.2,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1230,1.2,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1231,1.5,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1232,7.5,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1233,2.2,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1234,3.3,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1235,3.3,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1236,2.2,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1237,2.4,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1238,2.2,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1239,2.1,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1240,3.1,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1241,2.9,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1242,2.9,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1243,2.4,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1244,3.1,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1245,3.2,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,261,1246,1.7,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1247,0.9,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1248,3.2,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1249,2.2,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1250,2.7,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1251,1.8,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1252,2.5,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1253,3,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1254,1.4,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1255,1.7,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1256,1.2,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1257,1.6,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1258,2.8,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1259,7.8,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1260,2.1,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1261,1.9,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1262,2.1,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1263,4.1,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1264,2.8,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,261,1266,2.4,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1267,2.5,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1268,6.1,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1269,3.2,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1270,2.9,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1271,2.7,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1272,2.5,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1273,2.4,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1274,3,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1275,2.6,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1276,1.8,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1277,2.7,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1278,2.3,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1279,2.9,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1280,6.8,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1281,1.9,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1282,2.7,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1283,1.9,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1284,2,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1285,2.1,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,262,1286,1.9,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1287,1.3,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1289,5.1,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1290,5,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1291,2.7,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1292,5.1,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1294,3.9,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1296,2.7,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1297,1,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1298,2.6,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1299,1.9,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1300,1.5,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1301,2,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1302,2,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1303,3,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1304,3.9,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1305,4,NA,NA,non-paralyzed,1,raw
2019_11_29,octr-1; ex[srv11p::octr-1],JUb39,Tyrosine,oct_1.0,262,1306,1.3,NA,NA,non-paralyzed,1,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1307,3.6,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1308,1.6,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1309,10.1,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1310,2.8,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1311,5,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1312,6.1,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1313,2.2,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1314,2.2,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1315,1.2,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1316,2.3,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1317,4.4,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1318,2,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1319,4.2,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1320,3.9,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1321,2.1,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1322,3,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1323,2.2,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1324,3.2,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1325,3.3,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,OP50,Tyrosine,oct_1.0,263,1326,1.8,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,JUb39,Tyrosine,oct_1.0,263,1328,2,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,JUb39,Tyrosine,oct_1.0,263,1329,3,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,JUb39,Tyrosine,oct_1.0,263,1330,4.6,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,JUb39,Tyrosine,oct_1.0,263,1331,4.1,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,JUb39,Tyrosine,oct_1.0,263,1332,14.3,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,JUb39,Tyrosine,oct_1.0,263,1334,3.2,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,JUb39,Tyrosine,oct_1.0,263,1337,1.4,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,JUb39,Tyrosine,oct_1.0,263,1338,11.9,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,JUb39,Tyrosine,oct_1.0,263,1339,6.7,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,JUb39,Tyrosine,oct_1.0,263,1341,1.6,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,JUb39,Tyrosine,oct_1.0,263,1342,1.3,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,JUb39,Tyrosine,oct_1.0,263,1343,8.2,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,JUb39,Tyrosine,oct_1.0,263,1344,2,NA,NA,non-paralyzed,NA,raw
2019_11_29,N2,JUb39,Tyrosine,oct_1.0,263,1346,1.6,NA,NA,non-paralyzed,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1147,1.4,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1148,1.1,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1149,1.4,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1150,2.2,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1151,2.6,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1152,1.9,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1153,2.4,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1154,4.9,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1155,2.3,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1156,3.5,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1157,3.6,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1158,2.6,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1159,2.1,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1160,3.1,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1161,1.9,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1162,2.6,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1163,1.8,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1164,1.9,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1165,1.4,NA,NA,NA,NA,raw
2019_12_03,octr-1,OP50,Tyrosine,oct_1.0,259,1166,1.4,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1167,1.8,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1168,0.6,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1169,1.4,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1170,1.7,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1171,1.4,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1172,2.1,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1173,1,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1174,2,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1175,2.5,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1176,1.3,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1177,2.2,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1178,3,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1179,3,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1180,5.2,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1181,3.1,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1182,2.3,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1183,2.2,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1184,1.9,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1185,3,NA,NA,NA,NA,raw
2019_12_03,octr-1,JUb39,Tyrosine,oct_1.0,259,1186,0.9,NA,NA,NA,NA,raw
2019_12_03,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,261,1187,1.3,NA,NA,NA,5,raw
2019_12_03,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,261,1188,0.9,NA,NA,NA,5,raw
2019_12_03,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,261,1189,1.1,NA,NA,NA,5,raw
2019_12_03,octr-1; ex[srv11p::octr-1],OP50,Tyrosine,oct_1.0,261,1190,1.9,NA,NA,NA,5,raw
