date,genotype,food,cond,cue,plateID,animal,response.time,pir,group,paralyzed,line,data_type
2019_11_16,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,263,1319,1.9,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,263,1320,3.8,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,263,1321,2.5,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,263,1322,1.7,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,263,1323,3.7,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,263,1324,1.2,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,263,1325,1.4,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],OP50,Tyrosine,oct_1.0,263,1326,2.7,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1327,2.6,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1328,2.6,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1329,3.5,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1330,1.6,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1331,2.6,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1332,1.9,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1333,4.6,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1334,1.1,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1335,5.1,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1336,3.1,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1337,0.9,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1338,4.5,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1339,1.7,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1340,1.5,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1341,1.3,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1342,1.6,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1343,1.8,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1344,1.4,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1345,1.3,NA,NA,non-paralyzed,2,raw
2019_11_16,octr-1; ex[srg47p::octr-1],JUb39,Tyrosine,oct_1.0,263,1346,1,NA,NA,non-paralyzed,2,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1147,3.3,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1148,4,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1149,4.8,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1150,2,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1151,4.6,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1152,0.7,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1153,3.6,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1154,2.2,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1155,3.7,NA,NA,non-paralyzed,NA,raw
2019_11_29,octr-1,OP50,Tyrosine,oct_1.0,259,1156,2.3,NA,NA,non-paralyzed,NA,raw
