date,genotype,food,cond,cue,plateID,animal,response.time,pir,group,paralyzed,data_type,log.response
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1836,1.7,NA,NA,non-paralyzed,raw,0.5306282510621704
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1837,1.8,NA,NA,non-paralyzed,raw,0.5877866649021191
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1838,1.2,NA,NA,non-paralyzed,raw,0.1823215567939546
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1839,5.4,NA,NA,non-paralyzed,raw,1.6863989535702288
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1840,4.6,NA,NA,non-paralyzed,raw,1.5260563034950492
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1841,1.9,NA,NA,non-paralyzed,raw,0.6418538861723947
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1842,5.1,NA,NA,non-paralyzed,raw,1.62924053973028
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1843,2.1,NA,NA,non-paralyzed,raw,0.7419373447293773
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1844,1.4,NA,NA,non-paralyzed,raw,0.3364722366212129
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1845,1.3,NA,NA,non-paralyzed,raw,0.26236426446749106
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1846,2.3,NA,NA,non-paralyzed,raw,0.8329091229351039
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1847,1.6,NA,NA,non-paralyzed,raw,0.47000362924573563
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1848,3.7,NA,NA,non-paralyzed,raw,1.308332819650179
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1849,2.9,NA,NA,non-paralyzed,raw,1.0647107369924282
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1850,1.5,NA,NA,non-paralyzed,raw,0.4054651081081644
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1851,1.5,NA,NA,non-paralyzed,raw,0.4054651081081644
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1852,1.4,NA,NA,non-paralyzed,raw,0.3364722366212129
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1853,0.9,NA,NA,non-paralyzed,raw,-0.10536051565782628
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,1854,1.5,NA,NA,non-paralyzed,raw,0.4054651081081644
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1856,3.8,NA,NA,non-paralyzed,raw,1.33500106673234
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1858,5.6,NA,NA,non-paralyzed,raw,1.7227665977411035
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1859,2.1,NA,NA,non-paralyzed,raw,0.7419373447293773
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1861,5.4,NA,NA,non-paralyzed,raw,1.6863989535702288
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1862,3.2,NA,NA,non-paralyzed,raw,1.1631508098056809
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1863,3.4,NA,NA,non-paralyzed,raw,1.2237754316221157
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1864,2.6,NA,NA,non-paralyzed,raw,0.9555114450274363
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1865,3.6,NA,NA,non-paralyzed,raw,1.2809338454620642
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1866,2.2,NA,NA,non-paralyzed,raw,0.7884573603642703
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1867,6.1,NA,NA,non-paralyzed,raw,1.8082887711792655
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1868,2.6,NA,NA,non-paralyzed,raw,0.9555114450274363
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1869,3.7,NA,NA,non-paralyzed,raw,1.308332819650179
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1870,2.4,NA,NA,non-paralyzed,raw,0.8754687373538999
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1871,2.9,NA,NA,non-paralyzed,raw,1.0647107369924282
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1872,5.2,NA,NA,non-paralyzed,raw,1.6486586255873816
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1873,11.2,NA,NA,non-paralyzed,raw,2.4159137783010487
2019_01_14,N2,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,115,1874,4.4,NA,NA,non-paralyzed,raw,1.4816045409242156
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2293,1.4,NA,NA,non-paralyzed,raw,0.3364722366212129
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2294,0.8,NA,NA,non-paralyzed,raw,-0.2231435513142097
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2295,3.5,NA,NA,non-paralyzed,raw,1.252762968495368
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2296,3.4,NA,NA,non-paralyzed,raw,1.2237754316221157
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2297,2.4,NA,NA,non-paralyzed,raw,0.8754687373538999
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2298,3,NA,NA,non-paralyzed,raw,1.0986122886681098
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2299,1.4,NA,NA,non-paralyzed,raw,0.3364722366212129
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2300,6.7,NA,NA,non-paralyzed,raw,1.9021075263969205
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2301,2.6,NA,NA,non-paralyzed,raw,0.9555114450274363
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2302,5.1,NA,NA,non-paralyzed,raw,1.62924053973028
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2303,3.6,NA,NA,non-paralyzed,raw,1.2809338454620642
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2304,2,NA,NA,non-paralyzed,raw,0.6931471805599453
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2305,1.3,NA,NA,non-paralyzed,raw,0.26236426446749106
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2306,1.8,NA,NA,non-paralyzed,raw,0.5877866649021191
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2307,6.2,NA,NA,non-paralyzed,raw,1.824549292051046
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2308,1.7,NA,NA,non-paralyzed,raw,0.5306282510621704
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2309,2.1,NA,NA,non-paralyzed,raw,0.7419373447293773
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2310,1.9,NA,NA,non-paralyzed,raw,0.6418538861723947
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2311,4.4,NA,NA,non-paralyzed,raw,1.4816045409242156
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2312,1.2,NA,NA,non-paralyzed,raw,0.1823215567939546
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2368,2.4,NA,NA,non-paralyzed,raw,0.8754687373538999
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2369,1.2,NA,NA,non-paralyzed,raw,0.1823215567939546
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2370,6.8,NA,NA,non-paralyzed,raw,1.916922612182061
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2371,1.1,NA,NA,non-paralyzed,raw,0.09531017980432493
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2372,4.4,NA,NA,non-paralyzed,raw,1.4816045409242156
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2373,1.5,NA,NA,non-paralyzed,raw,0.4054651081081644
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2374,10.1,NA,NA,non-paralyzed,raw,2.3125354238472138
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2375,1.2,NA,NA,non-paralyzed,raw,0.1823215567939546
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2376,2.3,NA,NA,non-paralyzed,raw,0.8329091229351039
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2377,3.6,NA,NA,non-paralyzed,raw,1.2809338454620642
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2378,8.4,NA,NA,non-paralyzed,raw,2.128231705849268
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2379,2.8,NA,NA,non-paralyzed,raw,1.0296194171811581
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2380,3.1,NA,NA,non-paralyzed,raw,1.1314021114911006
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2381,3.2,NA,NA,non-paralyzed,raw,1.1631508098056809
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2382,11.1,NA,NA,non-paralyzed,raw,2.4069451083182885
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2383,13.8,NA,NA,non-paralyzed,raw,2.624668592163159
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2384,10.8,NA,NA,non-paralyzed,raw,2.379546134130174
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2385,6.2,NA,NA,non-paralyzed,raw,1.824549292051046
2019_02_13,N2,OP50,Tyrosine,oct_1.0,138,2386,3.9,NA,NA,non-paralyzed,raw,1.3609765531356006
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2313,1.4,NA,NA,non-paralyzed,raw,0.3364722366212129
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2317,15,NA,NA,non-paralyzed,raw,2.70805020110221
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2318,2.9,NA,NA,non-paralyzed,raw,1.0647107369924282
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2322,1.2,NA,NA,non-paralyzed,raw,0.1823215567939546
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2323,3.2,NA,NA,non-paralyzed,raw,1.1631508098056809
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2325,3.2,NA,NA,non-paralyzed,raw,1.1631508098056809
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2326,1.2,NA,NA,non-paralyzed,raw,0.1823215567939546
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2327,3.3,NA,NA,non-paralyzed,raw,1.1939224684724346
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2388,8.1,NA,NA,non-paralyzed,raw,2.0918640616783932
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2390,7.1,NA,NA,non-paralyzed,raw,1.9600947840472698
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2392,1.4,NA,NA,non-paralyzed,raw,0.3364722366212129
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2393,3.1,NA,NA,non-paralyzed,raw,1.1314021114911006
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2395,6.5,NA,NA,non-paralyzed,raw,1.8718021769015913
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2396,9.8,NA,NA,non-paralyzed,raw,2.2823823856765264
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2397,3,NA,NA,non-paralyzed,raw,1.0986122886681098
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2398,1.8,NA,NA,non-paralyzed,raw,0.5877866649021191
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2401,2.2,NA,NA,non-paralyzed,raw,0.7884573603642703
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2404,4.5,NA,NA,non-paralyzed,raw,1.5040773967762742
2019_02_13,N2,JUb39,Tyrosine,oct_1.0,139,2405,3.5,NA,NA,non-paralyzed,raw,1.252762968495368
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2329,5.1,NA,NA,non-paralyzed,raw,1.62924053973028
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2330,16.1,NA,NA,non-paralyzed,raw,2.7788192719904172
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2331,6.3,NA,NA,non-paralyzed,raw,1.840549633397487
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2332,9.1,NA,NA,non-paralyzed,raw,2.2082744135228043
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2333,4.1,NA,NA,non-paralyzed,raw,1.410986973710262
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2334,0.3,NA,NA,non-paralyzed,raw,-1.2039728043259361
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2335,6.2,NA,NA,non-paralyzed,raw,1.824549292051046
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2336,2.8,NA,NA,non-paralyzed,raw,1.0296194171811581
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2338,9,NA,NA,non-paralyzed,raw,2.1972245773362196
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2339,13.6,NA,NA,non-paralyzed,raw,2.6100697927420065
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2340,4.4,NA,NA,non-paralyzed,raw,1.4816045409242156
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2341,5.8,NA,NA,non-paralyzed,raw,1.7578579175523736
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2342,11.9,NA,NA,non-paralyzed,raw,2.4765384001174837
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2343,8.5,NA,NA,non-paralyzed,raw,2.1400661634962708
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2344,5.4,NA,NA,non-paralyzed,raw,1.6863989535702288
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2346,5.3,NA,NA,non-paralyzed,raw,1.667706820558076
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2347,10,NA,NA,non-paralyzed,raw,2.302585092994046
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2406,5.4,NA,NA,non-paralyzed,raw,1.6863989535702288
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2407,3.8,NA,NA,non-paralyzed,raw,1.33500106673234
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2408,13.9,NA,NA,non-paralyzed,raw,2.631888840136646
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2410,2.9,NA,NA,non-paralyzed,raw,1.0647107369924282
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2412,18,NA,NA,non-paralyzed,raw,2.8903717578961645
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2414,4.5,NA,NA,non-paralyzed,raw,1.5040773967762742
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2415,11.3,NA,NA,non-paralyzed,raw,2.424802725718295
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2416,2.4,NA,NA,non-paralyzed,raw,0.8754687373538999
2019_02_13,N2,JUb39; delAADC,Tyrosine,oct_1.0,140,2417,4.7,NA,NA,non-paralyzed,raw,1.547562508716013
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2348,4.5,NA,NA,non-paralyzed,raw,1.5040773967762742
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2349,5.9,NA,NA,non-paralyzed,raw,1.7749523509116738
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2351,2.3,NA,NA,non-paralyzed,raw,0.8329091229351039
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2352,8.4,NA,NA,non-paralyzed,raw,2.128231705849268
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2353,0.8,NA,NA,non-paralyzed,raw,-0.2231435513142097
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2354,4.1,NA,NA,non-paralyzed,raw,1.410986973710262
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2355,0.8,NA,NA,non-paralyzed,raw,-0.2231435513142097
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2357,12.9,NA,NA,non-paralyzed,raw,2.5572273113676265
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2358,2.8,NA,NA,non-paralyzed,raw,1.0296194171811581
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2359,6.1,NA,NA,non-paralyzed,raw,1.8082887711792655
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2360,2.4,NA,NA,non-paralyzed,raw,0.8754687373538999
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2361,6.1,NA,NA,non-paralyzed,raw,1.8082887711792655
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2362,2.5,NA,NA,non-paralyzed,raw,0.9162907318741551
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2363,9.7,NA,NA,non-paralyzed,raw,2.272125885509337
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2364,3,NA,NA,non-paralyzed,raw,1.0986122886681098
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2365,8,NA,NA,non-paralyzed,raw,2.0794415416798357
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2366,1.6,NA,NA,non-paralyzed,raw,0.47000362924573563
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2367,5.1,NA,NA,non-paralyzed,raw,1.62924053973028
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2419,2.9,NA,NA,non-paralyzed,raw,1.0647107369924282
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2420,3.8,NA,NA,non-paralyzed,raw,1.33500106673234
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2422,8.3,NA,NA,non-paralyzed,raw,2.1162555148025524
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2423,4.5,NA,NA,non-paralyzed,raw,1.5040773967762742
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2424,3.7,NA,NA,non-paralyzed,raw,1.308332819650179
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2426,4.6,NA,NA,non-paralyzed,raw,1.5260563034950492
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2427,3.6,NA,NA,non-paralyzed,raw,1.2809338454620642
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2428,2.8,NA,NA,non-paralyzed,raw,1.0296194171811581
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2429,2.1,NA,NA,non-paralyzed,raw,0.7419373447293773
2019_02_13,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,141,2430,3.1,NA,NA,non-paralyzed,raw,1.1314021114911006
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2431,0.9,NA,NA,non-paralyzed,raw,-0.10536051565782628
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2432,5.9,NA,NA,non-paralyzed,raw,1.7749523509116738
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2433,2.7,NA,NA,non-paralyzed,raw,0.9932517730102834
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2434,2.1,NA,NA,non-paralyzed,raw,0.7419373447293773
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2435,1.3,NA,NA,non-paralyzed,raw,0.26236426446749106
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2436,3.6,NA,NA,non-paralyzed,raw,1.2809338454620642
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2437,2.7,NA,NA,non-paralyzed,raw,0.9932517730102834
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2438,4.9,NA,NA,non-paralyzed,raw,1.589235205116581
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2439,6,NA,NA,non-paralyzed,raw,1.791759469228055
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2440,0.8,NA,NA,non-paralyzed,raw,-0.2231435513142097
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2441,1.2,NA,NA,non-paralyzed,raw,0.1823215567939546
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2442,1.2,NA,NA,non-paralyzed,raw,0.1823215567939546
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2443,1.3,NA,NA,non-paralyzed,raw,0.26236426446749106
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2444,4.2,NA,NA,non-paralyzed,raw,1.4350845252893227
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2445,1.4,NA,NA,non-paralyzed,raw,0.3364722366212129
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2446,4.6,NA,NA,non-paralyzed,raw,1.5260563034950492
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2447,5.3,NA,NA,non-paralyzed,raw,1.667706820558076
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2448,2,NA,NA,non-paralyzed,raw,0.6931471805599453
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,2449,1.8,NA,NA,non-paralyzed,raw,0.5877866649021191
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2452,9.6,NA,NA,non-paralyzed,raw,2.2617630984737906
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2453,13.1,NA,NA,non-paralyzed,raw,2.5726122302071057
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2454,2.3,NA,NA,non-paralyzed,raw,0.8329091229351039
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2455,15.8,NA,NA,non-paralyzed,raw,2.760009940032921
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2456,3.5,NA,NA,non-paralyzed,raw,1.252762968495368
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2457,1.3,NA,NA,non-paralyzed,raw,0.26236426446749106
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2458,8.4,NA,NA,non-paralyzed,raw,2.128231705849268
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2459,2.7,NA,NA,non-paralyzed,raw,0.9932517730102834
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2461,12.6,NA,NA,non-paralyzed,raw,2.533696813957432
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2462,2.6,NA,NA,non-paralyzed,raw,0.9555114450274363
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2463,4.2,NA,NA,non-paralyzed,raw,1.4350845252893227
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2464,3.1,NA,NA,non-paralyzed,raw,1.1314021114911006
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2465,13,NA,NA,non-paralyzed,raw,2.5649493574615367
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2467,4.9,NA,NA,non-paralyzed,raw,1.589235205116581
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2468,6.8,NA,NA,non-paralyzed,raw,1.916922612182061
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,2469,3.9,NA,NA,non-paralyzed,raw,1.3609765531356006
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2470,11.6,NA,NA,non-paralyzed,raw,2.451005098112319
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2472,1.9,NA,NA,non-paralyzed,raw,0.6418538861723947
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2473,1.7,NA,NA,non-paralyzed,raw,0.5306282510621704
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2474,2.8,NA,NA,non-paralyzed,raw,1.0296194171811581
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2475,14.9,NA,NA,non-paralyzed,raw,2.7013612129514133
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2476,1.7,NA,NA,non-paralyzed,raw,0.5306282510621704
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2477,2.7,NA,NA,non-paralyzed,raw,0.9932517730102834
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2478,4.5,NA,NA,non-paralyzed,raw,1.5040773967762742
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2480,1,NA,NA,non-paralyzed,raw,0
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2481,7.2,NA,NA,non-paralyzed,raw,1.9740810260220096
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2482,6,NA,NA,non-paralyzed,raw,1.791759469228055
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2484,4.3,NA,NA,non-paralyzed,raw,1.4586150226995167
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2485,1.7,NA,NA,non-paralyzed,raw,0.5306282510621704
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2486,1.6,NA,NA,non-paralyzed,raw,0.47000362924573563
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2487,4.6,NA,NA,non-paralyzed,raw,1.5260563034950492
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2488,3.3,NA,NA,non-paralyzed,raw,1.1939224684724346
2019_02_15,N2,JUb39; delAADC,Tyrosine,oct_1.0,144,2489,4.9,NA,NA,non-paralyzed,raw,1.589235205116581
2019_02_15,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,145,2490,6.6,NA,NA,non-paralyzed,raw,1.8870696490323797
2019_02_15,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,145,2491,2.3,NA,NA,non-paralyzed,raw,0.8329091229351039
2019_02_15,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,145,2492,0.9,NA,NA,non-paralyzed,raw,-0.10536051565782628
2019_02_15,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,145,2493,5.3,NA,NA,non-paralyzed,raw,1.667706820558076
2019_02_15,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,145,2494,1.7,NA,NA,non-paralyzed,raw,0.5306282510621704
2019_02_15,N2,JUb39; tdcDel::cmR delAADC,Tyrosine,oct_1.0,145,2495,2.4,NA,NA,non-paralyzed,raw,0.8754687373538999
