strain,plate,group,date,starting_date,time,day,hours,alive,dead,censored,bagged,total,note
JUb39,1,2,16-Oct,04-Oct,,12,288,7,4,8,1,20,
JUb39,2,2,16-Oct,04-Oct,,12,288,7,2,11,0,20,
JUb39,3,2,16-Oct,04-Oct,,12,288,13,2,5,0,20,
JUb39,4,2,16-Oct,04-Oct,,12,288,13,3,4,0,20,
PA14,1,2,16-Oct,04-Oct,,12,288,,,,,0,
PA14,2,2,16-Oct,04-Oct,,12,288,,,,,0,
PA14,3,2,16-Oct,04-Oct,,12,288,,,,,0,
PA14,4,2,16-Oct,04-Oct,,12,288,,,,,0,
OP50,1,3,16-Oct,06-Oct,,10,240,12,0,7,1,20,
OP50,2,3,16-Oct,06-Oct,,10,240,13,2,5,0,20,
OP50,3,3,16-Oct,06-Oct,,10,240,12,1,7,0,20,
OP50,4,3,16-Oct,06-Oct,,10,240,14,2,4,0,20,
JUb39,1,3,16-Oct,06-Oct,,10,240,12,1,7,0,20,
JUb39,2,3,16-Oct,06-Oct,,10,240,10,3,7,0,20,
JUb39,3,3,16-Oct,06-Oct,,10,240,8,3,8,1,20,
JUb39,4,3,16-Oct,06-Oct,,10,240,9,4,6,1,20,
PA14,1,3,16-Oct,06-Oct,,10,240,,,,,0,
PA14,2,3,16-Oct,06-Oct,,10,240,,,,,0,
PA14,3,3,16-Oct,06-Oct,,10,240,,,,,0,
PA14,4,3,16-Oct,06-Oct,,10,240,,,,,0,
OP50,1,1,17-Oct,02-Oct,,15,360,3,10,5,2,20,
OP50,2,1,17-Oct,02-Oct,,15,360,,,,,0,
OP50,3,1,17-Oct,02-Oct,,15,360,7,9,4,0,20,
OP50,4,1,17-Oct,02-Oct,,15,360,2,8,7,3,20,
JUb39,1,1,17-Oct,02-Oct,,15,360,3,8,9,0,20,
JUb39,2,1,17-Oct,02-Oct,,15,360,3,9,5,3,20,
JUb39,3,1,17-Oct,02-Oct,,15,360,4,11,4,1,20,
JUb39,4,1,17-Oct,02-Oct,,15,360,2,10,5,3,20,
PA14,1,1,17-Oct,02-Oct,,15,360,,,,,0,
PA14,2,1,17-Oct,02-Oct,,15,360,,,,,0,
PA14,3,1,17-Oct,02-Oct,,15,360,,,,,0,
PA14,4,1,17-Oct,02-Oct,,15,360,,,,,0,
OP50,1,2,17-Oct,04-Oct,,13,312,,,,,0,
OP50,2,2,17-Oct,04-Oct,,13,312,10,8,2,0,20,
OP50,3,2,17-Oct,04-Oct,,13,312,9,4,7,0,20,
OP50,4,2,17-Oct,04-Oct,,13,312,7,4,8,1,20,
JUb39,1,2,17-Oct,04-Oct,,13,312,5,6,8,1,20,
JUb39,2,2,17-Oct,04-Oct,,13,312,5,4,11,0,20,
JUb39,3,2,17-Oct,04-Oct,,13,312,10,5,5,0,20,
JUb39,4,2,17-Oct,04-Oct,,13,312,10,6,4,0,20,
PA14,1,2,17-Oct,04-Oct,,13,312,,,,,0,
PA14,2,2,17-Oct,04-Oct,,13,312,,,,,0,
PA14,3,2,17-Oct,04-Oct,,13,312,,,,,0,
PA14,4,2,17-Oct,04-Oct,,13,312,,,,,0,
OP50,1,3,17-Oct,06-Oct,,11,264,12,0,7,1,20,
OP50,2,3,17-Oct,06-Oct,,11,264,12,3,5,0,20,
OP50,3,3,17-Oct,06-Oct,,11,264,12,1,7,0,20,
OP50,4,3,17-Oct,06-Oct,,11,264,13,3,4,0,20,
JUb39,1,3,17-Oct,06-Oct,,11,264,12,1,7,0,20,
JUb39,2,3,17-Oct,06-Oct,,11,264,10,3,7,0,20,
JUb39,3,3,17-Oct,06-Oct,,11,264,7,4,8,1,20,
JUb39,4,3,17-Oct,06-Oct,,11,264,9,4,6,1,20,
PA14,1,3,17-Oct,06-Oct,,11,264,,,,,0,
PA14,2,3,17-Oct,06-Oct,,11,264,,,,,0,
PA14,3,3,17-Oct,06-Oct,,11,264,,,,,0,
PA14,4,3,17-Oct,06-Oct,,11,264,,,,,0,
OP50,1,1,18-Oct,02-Oct,,16,384,3,10,5,2,20,
OP50,2,1,18-Oct,02-Oct,,16,384,,,,,0,
OP50,3,1,18-Oct,02-Oct,,16,384,6,10,4,0,20,
OP50,4,1,18-Oct,02-Oct,,16,384,2,8,7,3,20,
JUb39,1,1,18-Oct,02-Oct,,16,384,3,8,9,0,20,
JUb39,2,1,18-Oct,02-Oct,,16,384,3,9,5,3,20,
JUb39,3,1,18-Oct,02-Oct,,16,384,2,13,4,1,20,
JUb39,4,1,18-Oct,02-Oct,,16,384,2,10,5,3,20,
PA14,1,1,18-Oct,02-Oct,,16,384,,,,,0,
PA14,2,1,18-Oct,02-Oct,,16,384,,,,,0,
PA14,3,1,18-Oct,02-Oct,,16,384,,,,,0,
PA14,4,1,18-Oct,02-Oct,,16,384,,,,,0,
OP50,1,2,18-Oct,04-Oct,,14,336,,,,,0,
OP50,2,2,18-Oct,04-Oct,,14,336,9,9,2,0,20,
OP50,3,2,18-Oct,04-Oct,,14,336,8,5,7,0,20,
OP50,4,2,18-Oct,04-Oct,,14,336,6,5,8,1,20,
JUb39,1,2,18-Oct,04-Oct,,14,336,4,7,8,1,20,
JUb39,2,2,18-Oct,04-Oct,,14,336,3,6,11,0,20,
JUb39,3,2,18-Oct,04-Oct,,14,336,5,10,5,0,20,
JUb39,4,2,18-Oct,04-Oct,,14,336,10,6,4,0,20,
PA14,1,2,18-Oct,04-Oct,,14,336,,,,,0,
PA14,2,2,18-Oct,04-Oct,,14,336,,,,,0,
PA14,3,2,18-Oct,04-Oct,,14,336,,,,,0,
PA14,4,2,18-Oct,04-Oct,,14,336,,,,,0,
OP50,1,3,18-Oct,06-Oct,,12,288,12,0,7,1,20,
OP50,2,3,18-Oct,06-Oct,,12,288,12,3,5,0,20,
OP50,3,3,18-Oct,06-Oct,,12,288,8,5,7,0,20,
OP50,4,3,18-Oct,06-Oct,,12,288,12,4,4,0,20,
JUb39,1,3,18-Oct,06-Oct,,12,288,11,2,7,0,20,
JUb39,2,3,18-Oct,06-Oct,,12,288,10,3,7,0,20,
JUb39,3,3,18-Oct,06-Oct,,12,288,7,4,8,1,20,
JUb39,4,3,18-Oct,06-Oct,,12,288,7,6,6,1,20,
PA14,1,3,18-Oct,06-Oct,,12,288,,,,,0,
PA14,2,3,18-Oct,06-Oct,,12,288,,,,,0,
PA14,3,3,18-Oct,06-Oct,,12,288,,,,,0,
PA14,4,3,18-Oct,06-Oct,,12,288,,,,,0,
OP50,1,1,19-Oct,02-Oct,,17,408,2,11,5,2,20,
OP50,2,1,19-Oct,02-Oct,,17,408,,,,,0,
OP50,3,1,19-Oct,02-Oct,,17,408,6,10,4,0,20,
OP50,4,1,19-Oct,02-Oct,,17,408,2,8,7,3,20,
JUb39,1,1,19-Oct,02-Oct,,17,408,3,8,9,0,20,
JUb39,2,1,19-Oct,02-Oct,,17,408,3,9,5,3,20,
JUb39,3,1,19-Oct,02-Oct,,17,408,1,14,4,1,20,
JUb39,4,1,19-Oct,02-Oct,,17,408,,,,,0,contaminated
PA14,1,1,19-Oct,02-Oct,,17,408,,,,,0,
PA14,2,1,19-Oct,02-Oct,,17,408,,,,,0,
PA14,3,1,19-Oct,02-Oct,,17,408,,,,,0,
PA14,4,1,19-Oct,02-Oct,,17,408,,,,,0,
OP50,1,2,19-Oct,04-Oct,,15,360,,,,,0,
OP50,2,2,19-Oct,04-Oct,,15,360,8,10,2,0,20,
OP50,3,2,19-Oct,04-Oct,,15,360,6,7,7,0,20,
OP50,4,2,19-Oct,04-Oct,,15,360,5,6,8,1,20,
JUb39,1,2,19-Oct,04-Oct,,15,360,3,8,8,1,20,
JUb39,2,2,19-Oct,04-Oct,,15,360,2,7,11,0,20,
JUb39,3,2,19-Oct,04-Oct,,15,360,,,,,0,contaminated
JUb39,4,2,19-Oct,04-Oct,,15,360,5,11,4,0,20,
PA14,1,2,19-Oct,04-Oct,,15,360,,,,,0,
PA14,2,2,19-Oct,04-Oct,,15,360,,,,,0,
PA14,3,2,19-Oct,04-Oct,,15,360,,,,,0,
PA14,4,2,19-Oct,04-Oct,,15,360,,,,,0,
OP50,1,3,19-Oct,06-Oct,,13,312,8,4,7,1,20,
OP50,2,3,19-Oct,06-Oct,,13,312,12,3,5,0,20,
OP50,3,3,19-Oct,06-Oct,,13,312,7,6,7,0,20,
OP50,4,3,19-Oct,06-Oct,,13,312,11,5,4,0,20,
JUb39,1,3,19-Oct,06-Oct,,13,312,10,3,7,0,20,
JUb39,2,3,19-Oct,06-Oct,,13,312,8,4,8,0,20,
JUb39,3,3,19-Oct,06-Oct,,13,312,7,4,8,1,20,
JUb39,4,3,19-Oct,06-Oct,,13,312,6,6,7,1,20,
PA14,1,3,19-Oct,06-Oct,,13,312,,,,,0,
PA14,2,3,19-Oct,06-Oct,,13,312,,,,,0,
PA14,3,3,19-Oct,06-Oct,,13,312,,,,,0,
PA14,4,3,19-Oct,06-Oct,,13,312,,,,,0,
OP50,1,1,21-Oct,02-Oct,,19,456,2,11,5,2,20,
OP50,2,1,21-Oct,02-Oct,,19,456,,,,,0,
OP50,3,1,21-Oct,02-Oct,,19,456,2,10,8,0,20,
OP50,4,1,21-Oct,02-Oct,,19,456,2,8,7,3,20,
JUb39,1,1,21-Oct,02-Oct,,19,456,3,8,9,0,20,
JUb39,2,1,21-Oct,02-Oct,,19,456,2,9,9,0,20,
JUb39,3,1,21-Oct,02-Oct,,19,456,1,10,6,3,20,
JUb39,4,1,21-Oct,02-Oct,,19,456,,,,,0,
PA14,1,1,21-Oct,02-Oct,,19,456,,,,,0,
PA14,2,1,21-Oct,02-Oct,,19,456,,,,,0,
PA14,3,1,21-Oct,02-Oct,,19,456,,,,,0,
PA14,4,1,21-Oct,02-Oct,,19,456,,,,,0,
OP50,1,2,21-Oct,04-Oct,,17,408,,,,,0,
OP50,2,2,21-Oct,04-Oct,,17,408,7,10,3,0,20,
OP50,3,2,21-Oct,04-Oct,,17,408,6,7,7,0,20,
OP50,4,2,21-Oct,04-Oct,,17,408,3,8,8,1,20,
JUb39,1,2,21-Oct,04-Oct,,17,408,2,9,8,1,20,
JUb39,2,2,21-Oct,04-Oct,,17,408,2,7,11,0,20,
JUb39,3,2,21-Oct,04-Oct,,17,408,,,,,0,
JUb39,4,2,21-Oct,04-Oct,,17,408,4,12,4,0,20,
PA14,1,2,21-Oct,04-Oct,,17,408,,,,,0,
PA14,2,2,21-Oct,04-Oct,,17,408,,,,,0,
PA14,3,2,21-Oct,04-Oct,,17,408,,,,,0,
PA14,4,2,21-Oct,04-Oct,,17,408,,,,,0,
OP50,1,3,21-Oct,06-Oct,,15,360,7,5,7,1,20,
OP50,2,3,21-Oct,06-Oct,,15,360,9,6,5,0,20,
OP50,3,3,21-Oct,06-Oct,,15,360,7,6,7,0,20,
OP50,4,3,21-Oct,06-Oct,,15,360,9,7,4,0,20,
JUb39,1,3,21-Oct,06-Oct,,15,360,5,7,8,0,20,
JUb39,2,3,21-Oct,06-Oct,,15,360,4,8,8,0,20,
JUb39,3,3,21-Oct,06-Oct,,15,360,2,9,8,1,20,
JUb39,4,3,21-Oct,06-Oct,,15,360,3,9,7,1,20,
PA14,1,3,21-Oct,06-Oct,,15,360,,,,,0,
PA14,2,3,21-Oct,06-Oct,,15,360,,,,,0,
PA14,3,3,21-Oct,06-Oct,,15,360,,,,,0,
PA14,4,3,21-Oct,06-Oct,,15,360,,,,,0,
OP50,1,1,23-Oct,02-Oct,,21,504,2,11,5,2,20,
OP50,2,1,23-Oct,02-Oct,,21,504,,,,,0,
OP50,3,1,23-Oct,02-Oct,,21,504,1,11,8,0,20,
OP50,4,1,23-Oct,02-Oct,,21,504,1,9,7,3,20,
JUb39,1,1,23-Oct,02-Oct,,21,504,2,8,7,3,20,
JUb39,2,1,23-Oct,02-Oct,,21,504,2,9,9,0,20,
JUb39,3,1,23-Oct,02-Oct,,21,504,1,10,6,3,20,
JUb39,4,1,23-Oct,02-Oct,,21,504,,,,,0,
PA14,1,1,23-Oct,02-Oct,,21,504,,,,,0,
PA14,2,1,23-Oct,02-Oct,,21,504,,,,,0,
PA14,3,1,23-Oct,02-Oct,,21,504,,,,,0,
PA14,4,1,23-Oct,02-Oct,,21,504,,,,,0,
OP50,1,2,23-Oct,04-Oct,,19,456,,,,,0,
OP50,2,2,23-Oct,04-Oct,,19,456,7,10,3,0,20,
OP50,3,2,23-Oct,04-Oct,,19,456,2,11,7,0,20,
OP50,4,2,23-Oct,04-Oct,,19,456,3,8,8,1,20,
JUb39,1,2,23-Oct,04-Oct,,19,456,1,10,8,1,20,
JUb39,2,2,23-Oct,04-Oct,,19,456,1,8,11,0,20,
JUb39,3,2,23-Oct,04-Oct,,19,456,,,,,0,
JUb39,4,2,23-Oct,04-Oct,,19,456,3,13,4,0,20,
PA14,1,2,23-Oct,04-Oct,,19,456,,,,,0,
PA14,2,2,23-Oct,04-Oct,,19,456,,,,,0,
PA14,3,2,23-Oct,04-Oct,,19,456,,,,,0,
PA14,4,2,23-Oct,04-Oct,,19,456,,,,,0,
OP50,1,3,23-Oct,06-Oct,,17,408,3,9,7,1,20,
OP50,2,3,23-Oct,06-Oct,,17,408,6,8,6,0,20,
OP50,3,3,23-Oct,06-Oct,,17,408,7,6,7,0,20,
OP50,4,3,23-Oct,06-Oct,,17,408,5,10,5,0,20,
JUb39,1,3,23-Oct,06-Oct,,17,408,2,10,8,0,20,
JUb39,2,3,23-Oct,06-Oct,,17,408,4,8,8,0,20,
JUb39,3,3,23-Oct,06-Oct,,17,408,0,11,8,1,20,
JUb39,4,3,23-Oct,06-Oct,,17,408,3,9,7,1,20,
PA14,1,3,23-Oct,06-Oct,,17,408,,,,,0,
PA14,2,3,23-Oct,06-Oct,,17,408,,,,,0,
PA14,3,3,23-Oct,06-Oct,,17,408,,,,,0,
PA14,4,3,23-Oct,06-Oct,,17,408,,,,,0,
OP50,1,1,24-Oct,02-Oct,,22,528,0,13,5,2,20,
OP50,2,1,24-Oct,02-Oct,,22,528,,,,,0,
OP50,3,1,24-Oct,02-Oct,,22,528,0,12,8,0,20,
OP50,4,1,24-Oct,02-Oct,,22,528,1,9,7,3,20,
JUb39,1,1,24-Oct,02-Oct,,22,528,2,8,7,3,20,
JUb39,2,1,24-Oct,02-Oct,,22,528,0,11,9,0,20,
JUb39,3,1,24-Oct,02-Oct,,22,528,1,10,6,3,20,
JUb39,4,1,24-Oct,02-Oct,,22,528,,,,,0,
PA14,1,1,24-Oct,02-Oct,,22,528,,,,,0,
PA14,2,1,24-Oct,02-Oct,,22,528,,,,,0,
PA14,3,1,24-Oct,02-Oct,,22,528,,,,,0,
PA14,4,1,24-Oct,02-Oct,,22,528,,,,,0,
OP50,1,2,24-Oct,04-Oct,,20,480,,,,,0,
OP50,2,2,24-Oct,04-Oct,,20,480,2,14,4,0,20,
OP50,3,2,24-Oct,04-Oct,,20,480,2,11,7,0,20,
OP50,4,2,24-Oct,04-Oct,,20,480,2,9,8,1,20,
JUb39,1,2,24-Oct,04-Oct,,20,480,1,10,8,1,20,
JUb39,2,2,24-Oct,04-Oct,,20,480,0,9,11,0,20,
JUb39,3,2,24-Oct,04-Oct,,20,480,,,,,0,
JUb39,4,2,24-Oct,04-Oct,,20,480,0,16,4,0,20,
PA14,1,2,24-Oct,04-Oct,,20,480,,,,,0,
PA14,2,2,24-Oct,04-Oct,,20,480,,,,,0,
PA14,3,2,24-Oct,04-Oct,,20,480,,,,,0,
PA14,4,2,24-Oct,04-Oct,,20,480,,,,,0,
OP50,1,3,24-Oct,06-Oct,,18,432,2,10,7,1,20,
OP50,2,3,24-Oct,06-Oct,,18,432,5,9,6,0,20,
OP50,3,3,24-Oct,06-Oct,,18,432,6,7,7,0,20,
OP50,4,3,24-Oct,06-Oct,,18,432,5,10,5,0,20,
JUb39,1,3,24-Oct,06-Oct,,18,432,0,12,8,0,20,
JUb39,2,3,24-Oct,06-Oct,,18,432,2,10,8,0,20,
JUb39,3,3,24-Oct,06-Oct,,18,432,0,11,8,1,20,
JUb39,4,3,24-Oct,06-Oct,,18,432,2,9,8,1,20,
PA14,1,3,24-Oct,06-Oct,,18,432,,,,,0,
PA14,2,3,24-Oct,06-Oct,,18,432,,,,,0,
PA14,3,3,24-Oct,06-Oct,,18,432,,,,,0,
PA14,4,3,24-Oct,06-Oct,,18,432,,,,,0,
OP50,1,1,25-Oct,02-Oct,,23,552,0,13,5,2,20,
OP50,2,1,25-Oct,02-Oct,,23,552,,,,,0,
OP50,3,1,25-Oct,02-Oct,,23,552,0,12,8,0,20,
OP50,4,1,25-Oct,02-Oct,,23,552,1,9,7,3,20,
JUb39,1,1,25-Oct,02-Oct,,23,552,1,9,7,3,20,
JUb39,2,1,25-Oct,02-Oct,,23,552,0,11,9,0,20,
JUb39,3,1,25-Oct,02-Oct,,23,552,1,10,6,3,20,
JUb39,4,1,25-Oct,02-Oct,,23,552,,,,,0,
PA14,1,1,25-Oct,02-Oct,,23,552,,,,,0,
PA14,2,1,25-Oct,02-Oct,,23,552,,,,,0,
PA14,3,1,25-Oct,02-Oct,,23,552,,,,,0,
PA14,4,1,25-Oct,02-Oct,,23,552,,,,,0,
OP50,1,2,25-Oct,04-Oct,,21,504,,,,,0,
OP50,2,2,25-Oct,04-Oct,,21,504,0,16,4,0,20,
OP50,3,2,25-Oct,04-Oct,,21,504,2,11,7,0,20,
OP50,4,2,25-Oct,04-Oct,,21,504,1,10,8,1,20,
JUb39,1,2,25-Oct,04-Oct,,21,504,1,10,8,1,20,
JUb39,2,2,25-Oct,04-Oct,,21,504,0,9,11,0,20,
JUb39,3,2,25-Oct,04-Oct,,21,504,,,,,0,
JUb39,4,2,25-Oct,04-Oct,,21,504,0,16,4,0,20,
PA14,1,2,25-Oct,04-Oct,,21,504,,,,,0,
PA14,2,2,25-Oct,04-Oct,,21,504,,,,,0,
PA14,3,2,25-Oct,04-Oct,,21,504,,,,,0,
PA14,4,2,25-Oct,04-Oct,,21,504,,,,,0,
OP50,1,1,28-Oct,02-Oct,,26,624,0,13,5,2,20,
OP50,2,1,28-Oct,02-Oct,,26,624,,,,,0,
OP50,3,1,28-Oct,02-Oct,,26,624,0,12,8,0,20,
OP50,4,1,28-Oct,02-Oct,,26,624,1,9,7,3,20,
JUb39,1,1,28-Oct,02-Oct,,26,624,0,10,7,3,20,
JUb39,2,1,28-Oct,02-Oct,,26,624,0,11,9,0,20,
JUb39,3,1,28-Oct,02-Oct,,26,624,0,11,6,3,20,
JUb39,4,1,28-Oct,02-Oct,,26,624,,,,,0,
PA14,1,1,28-Oct,02-Oct,,26,624,,,,,0,
PA14,2,1,28-Oct,02-Oct,,26,624,,,,,0,
PA14,3,1,28-Oct,02-Oct,,26,624,,,,,0,
PA14,4,1,28-Oct,02-Oct,,26,624,,,,,0,
OP50,1,2,28-Oct,04-Oct,,24,576,,,,,0,
OP50,2,2,28-Oct,04-Oct,,24,576,0,16,4,0,20,
OP50,3,2,28-Oct,04-Oct,,24,576,0,13,7,0,20,
OP50,4,2,28-Oct,04-Oct,,24,576,1,10,8,1,20,
JUb39,1,2,28-Oct,04-Oct,,24,576,0,11,8,1,20,
JUb39,2,2,28-Oct,04-Oct,,24,576,0,9,11,0,20,
JUb39,3,2,28-Oct,04-Oct,,24,576,,,,,0,
JUb39,4,2,28-Oct,04-Oct,,24,576,0,16,4,0,20,
PA14,1,2,28-Oct,04-Oct,,24,576,,,,,0,
PA14,2,2,28-Oct,04-Oct,,24,576,,,,,0,
PA14,3,2,28-Oct,04-Oct,,24,576,,,,,0,
PA14,4,2,28-Oct,04-Oct,,24,576,,,,,0,
OP50,1,3,28-Oct,06-Oct,,22,528,0,12,7,1,20,
OP50,2,3,28-Oct,06-Oct,,22,528,3,11,6,0,20,
OP50,3,3,28-Oct,06-Oct,,22,528,3,9,8,0,20,
OP50,4,3,28-Oct,06-Oct,,22,528,4,11,5,0,20,
JUb39,1,3,28-Oct,06-Oct,,22,528,0,12,8,0,20,
JUb39,2,3,28-Oct,06-Oct,,22,528,0,12,8,0,20,
JUb39,3,3,28-Oct,06-Oct,,22,528,0,11,8,1,20,
JUb39,4,3,28-Oct,06-Oct,,22,528,0,11,8,1,20,
PA14,1,3,28-Oct,06-Oct,,22,528,,,,,0,
PA14,2,3,28-Oct,06-Oct,,22,528,,,,,0,
PA14,3,3,28-Oct,06-Oct,,22,528,,,,,0,
PA14,4,3,28-Oct,06-Oct,,22,528,,,,,0,
OP50,1,1,01-Nov,02-Oct,,30,720,0,13,5,2,20,
OP50,2,1,01-Nov,02-Oct,,30,720,,,,,0,
OP50,3,1,01-Nov,02-Oct,,30,720,0,12,8,0,20,
OP50,4,1,01-Nov,02-Oct,,30,720,0,10,7,3,20,
JUb39,1,1,01-Nov,02-Oct,,30,720,0,10,7,3,20,
JUb39,2,1,01-Nov,02-Oct,,30,720,0,11,9,0,20,
JUb39,3,1,01-Nov,02-Oct,,30,720,0,11,6,3,20,
JUb39,4,1,01-Nov,02-Oct,,30,720,,,,,0,
PA14,1,1,01-Nov,02-Oct,,30,720,,,,,0,
PA14,2,1,01-Nov,02-Oct,,30,720,,,,,0,
PA14,3,1,01-Nov,02-Oct,,30,720,,,,,0,
PA14,4,1,01-Nov,02-Oct,,30,720,,,,,0,
OP50,1,2,01-Nov,04-Oct,,28,672,,,,,0,
OP50,2,2,01-Nov,04-Oct,,28,672,0,16,4,0,20,
OP50,3,2,01-Nov,04-Oct,,28,672,0,13,7,0,20,
OP50,4,2,01-Nov,04-Oct,,28,672,0,11,8,1,20,
JUb39,1,2,01-Nov,04-Oct,,28,672,0,11,8,1,20,
JUb39,2,2,01-Nov,04-Oct,,28,672,0,9,11,0,20,
JUb39,3,2,01-Nov,04-Oct,,28,672,,,,,0,
JUb39,4,2,01-Nov,04-Oct,,28,672,0,16,4,0,20,
PA14,1,2,01-Nov,04-Oct,,28,672,,,,,0,
PA14,2,2,01-Nov,04-Oct,,28,672,,,,,0,
PA14,3,2,01-Nov,04-Oct,,28,672,,,,,0,
PA14,4,2,01-Nov,04-Oct,,28,672,,,,,0,
OP50,1,3,01-Nov,06-Oct,,26,624,0,12,7,1,20,
OP50,2,3,01-Nov,06-Oct,,26,624,0,14,6,0,20,
OP50,3,3,01-Nov,06-Oct,,26,624,1,11,8,0,20,
OP50,4,3,01-Nov,06-Oct,,26,624,1,14,5,0,20,
JUb39,1,3,01-Nov,06-Oct,,26,624,0,12,8,0,20,
JUb39,2,3,01-Nov,06-Oct,,26,624,0,12,8,0,20,
JUb39,3,3,01-Nov,06-Oct,,26,624,0,11,8,1,20,
JUb39,4,3,01-Nov,06-Oct,,26,624,0,11,8,1,20,
PA14,1,3,01-Nov,06-Oct,,26,624,,,,,0,
PA14,2,3,01-Nov,06-Oct,,26,624,,,,,0,
PA14,3,3,01-Nov,06-Oct,,26,624,,,,,0,
PA14,4,3,01-Nov,06-Oct,,26,624,,,,,0,
OP50,1,1,02-Nov,02-Oct,,31,744,0,13,5,2,20,
OP50,2,1,02-Nov,02-Oct,,31,744,,,,,0,
OP50,3,1,02-Nov,02-Oct,,31,744,0,12,8,0,20,
OP50,4,1,02-Nov,02-Oct,,31,744,0,10,7,3,20,
JUb39,1,1,02-Nov,02-Oct,,31,744,0,10,7,3,20,
JUb39,2,1,02-Nov,02-Oct,,31,744,0,11,9,0,20,
JUb39,3,1,02-Nov,02-Oct,,31,744,0,11,6,3,20,
JUb39,4,1,02-Nov,02-Oct,,31,744,,,,,0,
PA14,1,1,02-Nov,02-Oct,,31,744,,,,,0,
PA14,2,1,02-Nov,02-Oct,,31,744,,,,,0,
PA14,3,1,02-Nov,02-Oct,,31,744,,,,,0,
PA14,4,1,02-Nov,02-Oct,,31,744,,,,,0,
OP50,1,2,02-Nov,04-Oct,,29,696,,,,,0,
OP50,2,2,02-Nov,04-Oct,,29,696,0,16,4,0,20,
OP50,3,2,02-Nov,04-Oct,,29,696,0,13,7,0,20,
OP50,4,2,02-Nov,04-Oct,,29,696,0,11,8,1,20,
JUb39,1,2,02-Nov,04-Oct,,29,696,0,11,8,1,20,
JUb39,2,2,02-Nov,04-Oct,,29,696,0,9,11,0,20,
JUb39,3,2,02-Nov,04-Oct,,29,696,,,,,0,
JUb39,4,2,02-Nov,04-Oct,,29,696,0,16,4,0,20,
PA14,1,2,02-Nov,04-Oct,,29,696,,,,,0,
PA14,2,2,02-Nov,04-Oct,,29,696,,,,,0,
PA14,3,2,02-Nov,04-Oct,,29,696,,,,,0,
PA14,4,2,02-Nov,04-Oct,,29,696,,,,,0,
OP50,1,3,02-Nov,06-Oct,,27,648,0,12,7,1,20,
OP50,2,3,02-Nov,06-Oct,,27,648,0,14,6,0,20,
OP50,3,3,02-Nov,06-Oct,,27,648,0,12,8,0,20,
OP50,4,3,02-Nov,06-Oct,,27,648,0,15,5,0,20,
JUb39,1,3,02-Nov,06-Oct,,27,648,0,12,8,0,20,
JUb39,2,3,02-Nov,06-Oct,,27,648,0,12,8,0,20,
JUb39,3,3,02-Nov,06-Oct,,27,648,0,11,8,1,20,
JUb39,4,3,02-Nov,06-Oct,,27,648,0,11,8,1,20,
PA14,1,3,02-Nov,06-Oct,,27,648,,,,,0,
PA14,2,3,02-Nov,06-Oct,,27,648,,,,,0,
PA14,3,3,02-Nov,06-Oct,,27,648,,,,,0,
PA14,4,3,02-Nov,06-Oct,,27,648,,,,,0,
