date,genotype,strain,plate,group,odorant.order,soak.order,source.plate,assay,conc,nCue,nControl,outside,dead,fungus,note,user,bench,scorer
7_15_15,N2,P.boris,1,A,NA,1,A,2-but,0.001,41,9,82,0,0,smoke,PHC,PHC,PHC
7_15_15,N2,P.boris,2,A,NA,2,A,2-but,0.001,93,5,22,1,0,smoke,PHC,PHC,PHC
7_15_15,N2,JUb39,3,A,NA,3,B,2-but,0.001,95,13,21,2,4,smoke,PHC,PHC,PHC
7_15_15,N2,JUb39,4,A,NA,4,B,2-but,0.001,112,22,41,0,4,smoke,PHC,PHC,PHC
7_15_15,N2,P.boris,5,A,NA,5,C,IAA,0.01,182,17,15,0,1,smoke,PHC,PHC,PHC
7_15_15,N2,P.boris,6,A,NA,6,C,IAA,0.01,177,3,10,1,1,smoke,PHC,PHC,PHC
7_15_15,N2,OP50,7,B,NA,1,D,2-but,0.001,61,9,13,5,3,smoke,PHC,PHC,PHC
7_15_15,N2,OP50,8,B,NA,2,D,2-but,0.001,32,17,13,7,3,smoke,PHC,PHC,PHC
7_15_15,N2,JUb39,9,B,NA,3,E,IAA,0.01,30,11,6,0,8,smoke,PHC,PHC,PHC
7_15_15,N2,JUb39,10,B,NA,4,E,IAA,0.01,93,28,17,2,8,smoke,PHC,PHC,PHC
7_15_15,N2,OP50,11,B,NA,5,F,IAA,0.01,52,0,7,3,9,smoke,PHC,PHC,PHC
7_15_15,N2,OP50,12,B,NA,6,F,IAA,0.01,91,4,8,5,9,smoke,PHC,PHC,PHC
7_16_15,N2,OP50,1,A,NA,1,A,1-hex,0.001,99,26,33,17,,,PHC,PHC,PHC
7_16_15,N2,OP50,2,A,NA,2,A,1-hex,0.001,76,8,76,17,,,PHC,PHC,PHC
7_16_15,N2,JUb39,3,A,NA,3,B,IAA,0.01,64,10,0,2,,,PHC,PHC,PHC
7_16_15,N2,JUb39,4,A,NA,4,B,IAA,0.01,71,8,1,1,,,PHC,PHC,PHC
7_16_15,N2,OP50,5,A,NA,5,C,IAA,0.01,23,0,9,0,,,PHC,PHC,PHC
7_16_15,N2,OP50,6,A,NA,6,C,IAA,0.01,39,2,4,0,,,PHC,PHC,PHC
7_16_15,N2,P.boris,7,B,NA,1,D,1-hex,0.001,91,17,7,0,,,PHC,PHC,PHC
7_16_15,N2,P.boris,8,B,NA,2,D,1-hex,0.001,95,24,7,0,,,PHC,PHC,PHC
7_16_15,N2,JUb39,9,B,NA,3,E,1-hex,0.001,23,13,27,0,,,PHC,PHC,PHC
7_16_15,N2,JUb39,10,B,NA,4,E,1-hex,0.001,20,34,15,0,,,PHC,PHC,PHC
7_16_15,N2,P.boris,11,B,NA,5,F,IAA,0.01,110,4,8,3,,,PHC,PHC,PHC
7_16_15,N2,P.boris,12,B,NA,6,F,IAA,0.01,76,45,20,3,,,PHC,PHC,PHC
7_21_15,N2,OP50,1,A,5,NA,A,IAA,0.01,134,3,8,NA,1,,MOD,MOD,MOD
7_21_15,N2,OP50,2,A,1,NA,A,1-hex,0.001,97,1,6,NA,1,,MOD,MOD,MOD
7_21_15,N2,PAK,3,A,6,NA,D,IAA,0.01,33,4,6,NA,2,may have switched,MOD,MOD,MOD
7_21_15,N2,PAK,4,A,2,NA,D,1-hex,0.001,38,11,9,NA,2,,MOD,MOD,MOD
7_21_15,N2,PA103,5,A,7,NA,B,IAA,0.01,162,2,11,NA,0,,MOD,MOD,MOD
7_21_15,N2,PA103,6,A,3,NA,B,1-hex,0.001,83,7,6,NA,0,,MOD,MOD,MOD
7_21_15,N2,DA1877,7,A,8,NA,C,IAA,0.01,61,1,7,NA,0,may have switched,MOD,MOD,MOD
7_21_15,N2,DA1877,8,A,4,NA,C,1-hex,0.001,58,4,2,NA,0,,MOD,MOD,MOD
7_21_15,N2,OP50,1,B,NA,1,A,bz,0.005,87,1,11,5,1,,PHC,PHC,PHC
7_21_15,N2,OP50,2,B,NA,2,A,diacetyl,0.001,3,0,2,2,1,,PHC,PHC,PHC
7_21_15,N2,DA1877,3,B,NA,3,C,diacetyl,0.001,207,17,1,2,0,,PHC,PHC,PHC
7_21_15,N2,DA1877,4,B,NA,4,C,bz,0.005,122,23,34,5,0,,PHC,PHC,PHC
7_21_15,N2,PAK,5,B,NA,5,D,bz,0.005,131,3,6,4,2,,PHC,PHC,PHC
7_21_15,N2,PAK,6,B,NA,6,D,diacetyl,0.001,43,1,20,8,2,,PHC,PHC,PHC
7_21_15,N2,PA103,7,B,NA,7,B,diacetyl,0.001,160,2,8,1,0,,PHC,PHC,PHC
7_21_15,N2,PA103,8,B,NA,8,B,bz,0.005,104,2,6,1,0,,PHC,PHC,PHC
7_21_15,N2,PA103,1,C,5,NA,G,diacetyl,0.001,40,6,2,,0,,MOD,MOD,MOD
7_21_15,N2,PA103,2,C,1,NA,G,bz,0.005,16,0,1,,0,,MOD,MOD,MOD
7_21_15,N2,PAK,3,C,6,NA,H,diacetyl,0.001,75,5,5,,0,,MOD,MOD,MOD
7_21_15,N2,PAK,4,C,2,NA,H,bz,0.005,28,2,2,,0,,MOD,MOD,MOD
7_21_15,N2,DA1877,5,C,7,NA,F,diacetyl,0.001,108,5,3,,0,,MOD,MOD,MOD
7_21_15,N2,DA1877,6,C,3,NA,F,bz,0.005,25,0,4,,0,,MOD,MOD,MOD
7_21_15,N2,OP50,7,C,8,NA,E,diacetyl,0.001,123,3,2,,2,,MOD,MOD,MOD
7_21_15,N2,OP50,8,C,4,NA,E,bz,0.005,78,1,0,,2,,MOD,MOD,MOD
7_21_15,N2,PA103,1,D,NA,1,G,1-hex,0.001,164,9,10,,0,,PHC,PHC,PHC
7_21_15,N2,PA103,2,D,NA,2,G,IAA,0.01,48,2,2,,0,,PHC,PHC,PHC
7_21_15,N2,PAK,3,D,NA,3,H,IAA,0.01,85,2,9,,0,,PHC,PHC,PHC
7_21_15,N2,PAK,4,D,NA,4,H,1-hex,0.001,41,4,6,,0,,PHC,PHC,PHC
7_21_15,N2,DA1877,5,D,NA,5,F,1-hex,0.001,98,2,11,,0,,PHC,PHC,PHC
7_21_15,N2,DA1877,6,D,NA,6,F,IAA,0.01,60,0,4,,0,,PHC,PHC,PHC
7_21_15,N2,OP50,7,D,NA,7,E,IAA,0.01,6,0,2,,2,,PHC,PHC,PHC
7_21_15,N2,OP50,8,D,NA,8,E,1-hex,0.001,29,1,4,,2,,PHC,PHC,PHC
7_23_15,N2,PAK,1,A,1,NA,A1,IAA,0.01,32,0,1,,,,MOD,MOD,MOD
7_23_15,N2,PA103,2,A,2,NA,B1,IAA,0.01,111,1,2,,,,MOD,MOD,MOD
7_23_15,N2,DA1877,3,A,3,NA,C1,IAA,0.01,124,2,5,,,,MOD,MOD,MOD
7_23_15,N2,OP50,4,A,4,NA,D1,IAA,0.01,76,8,0,,,,MOD,MOD,MOD
7_23_15,N2,PAK,5,A,5,NA,A1,bz,0.005,71,6,1,,,,MOD,MOD,MOD
7_23_15,N2,PA103,6,A,6,NA,B1,bz,0.005,40,4,2,,,,MOD,MOD,MOD
7_23_15,N2,DA1877,7,A,7,NA,C1,bz,0.005,211,6,1,,,,MOD,MOD,MOD
7_23_15,N2,OP50,8,A,8,NA,D1,bz,0.005,144,1,2,,,,MOD,MOD,MOD
7_23_15,N2,PAK,9,A,9,NA,A1,2-but,0.001,91,1,0,,,,MOD,MOD,MOD
7_23_15,N2,PA103,10,A,10,NA,B1,2-but,0.001,48,1,0,,,,MOD,MOD,MOD
7_23_15,N2,DA1877,11,A,11,NA,C1,2-but,0.001,74,1,3,,,,MOD,MOD,MOD
7_23_15,N2,OP50,12,A,12,NA,D1,2-but,0.001,93,0,2,,,,MOD,MOD,MOD
7_23_15,N2,PAK,,,,,A1,2-but,0.001,28,2,3,0,0,temp gradient,PHC,PHC,PHC
7_23_15,N2,PAK,,,,,A1,1-hex,0.001,112,3,12,3,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PAK,,,,,A1,diacetyl,,58,2,4,4,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PA103,,,,,B1,2-but,,104,27,6,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PA103,,,,,B1,1-hex,,95,22,7,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PA103,,,,,B1,diacetyl,,69,8,3,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,DA1877,,,,,C1,2-but,,122,24,8,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,DA1877,,,,,C1,1-hex,,74,3,13,2,,temp gradient,PHC,PHC,PHC
7_23_15,N2,DA1877,,,,,C1,diacetyl,,16,1,7,2,,temp gradient,PHC,PHC,PHC
7_23_15,N2,OP50,,,,,D1,2-but,,43,35,1,4,,temp gradient,PHC,PHC,PHC
7_23_15,N2,OP50,,,,,D1,1-hex,,57,8,9,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,OP50,,,,,D1,diacetyl,,25,2,2,3,,temp gradient,PHC,PHC,PHC
7_23_15,N2,OP50,,,,,A2,IAA,,116,10,6,6,,temp gradient,PHC,PHC,PHC
7_23_15,N2,OP50,,,,,A2,bz,,32,2,3,4,,temp gradient,PHC,PHC,PHC
7_23_15,N2,OP50,,,,,A2,2-but,,20,17,8,2,,temp gradient,PHC,PHC,PHC
7_23_15,N2,DA1877,,,,,B2,IAA,,21,1,0,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,DA1877,,,,,B2,bz,,38,11,6,4,,temp gradient,PHC,PHC,PHC
7_23_15,N2,DA1877,,,,,B2,2-but,,49,7,6,2,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PA103,,,,,C2,IAA,,78,1,4,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PA103,,,,,C2,bz,,87,10,6,4,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PA103,,,,,C2,2-but,,34,19,12,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PAK,,,,,D2,IAA,,91,6,5,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PAK,,,,,D2,bz,,13,1,2,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PAK,,,,,D2,2-but,,16,5,3,1,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PAK,,,,,A3,IAA,,151,3,6,3,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PAK,,,,,A3,bz,,106,9,9,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PAK,,,,,A3,2-but,,146,4,5,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PA103,,,,,B3,IAA,,270,1,5,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PA103,,,,,B3,bz,,246,15,3,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PA103,,,,,B3,2-but,,113,35,7,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,DA1877,,,,,C3,IAA,,81,0,6,1,,temp gradient,PHC,PHC,PHC
7_23_15,N2,DA1877,,,,,C3,bz,,130,2,1,1,,temp gradient,PHC,PHC,PHC
7_23_15,N2,DA1877,,,,,C3,2-but,,76,9,3,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,OP50,,,,,D3,IAA,,33,0,4,1,,temp gradient,PHC,PHC,PHC
7_23_15,N2,OP50,,,,,D3,bz,,66,1,6,10,,temp gradient,PHC,PHC,PHC
7_23_15,N2,OP50,,,,,D3,2-but,,36,22,9,8,,temp gradient,PHC,PHC,PHC
7_23_15,N2,OP50,,,,,A4,1-hex,,108,15,13,1,,temp gradient,PHC,PHC,PHC
7_23_15,N2,OP50,,,,,A4,diacetyl,,48,1,6,1,,temp gradient,PHC,PHC,PHC
7_23_15,N2,OP50,,,,,A4,EtOH,,5,3,4,4,,temp gradient,PHC,PHC,PHC
7_23_15,N2,DA1877,,,,,B4,1-hex,,41,3,1,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,DA1877,,,,,B4,diacetyl,,125,0,4,1,,temp gradient,PHC,PHC,PHC
7_23_15,N2,DA1877,,,,,B4,EtOH,,34,11,13,3,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PA103,,,,,C4,1-hex,,132,3,16,2,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PA103,,,,,C4,diacetyl,,140,10,5,3,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PA103,,,,,C4,EtOH,,51,80,32,1,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PAK,,,,,D4,1-hex,,107,6,3,1,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PAK,,,,,D4,diacetyl,,124,2,5,5,,temp gradient,PHC,PHC,PHC
7_23_15,N2,PAK,,,,,D4,EtOH,,24,45,39,0,,temp gradient,PHC,PHC,PHC
7_23_15,N2,OP50,1,B,1,NA,A2,2-but,,82,2,4,,,,MOD,MOD,MOD
7_23_15,N2,DA1877,2,B,2,NA,B2,2-but,,45,1,4,,,,MOD,MOD,MOD
7_23_15,N2,PA103,3,B,3,NA,C2,2-but,,152,4,4,,,,MOD,MOD,MOD
7_23_15,N2,PAK,4,B,4,NA,D2,2-but,,290,16,5,,,,MOD,MOD,MOD
7_23_15,N2,OP50,5,B,5,NA,A2,1-hex,,93,23,5,,,,MOD,MOD,MOD
7_23_15,N2,DA1877,6,B,6,NA,B2,1-hex,,48,12,12,,,,MOD,MOD,MOD
7_23_15,N2,PA103,7,B,7,NA,C2,1-hex,,155,16,8,,,,MOD,MOD,MOD
7_23_15,N2,PAK,8,B,8,NA,D2,1-hex,,93,16,4,,,,MOD,MOD,MOD
7_23_15,N2,OP50,9,B,9,NA,A2,diacetyl,,39,3,2,,,,MOD,MOD,MOD
7_23_15,N2,DA1877,10,B,10,NA,B2,diacetyl,,149,8,2,,,,MOD,MOD,MOD
7_23_15,N2,PA103,11,B,11,NA,C2,diacetyl,,168,13,6,,,,MOD,MOD,MOD
7_23_15,N2,PAK,12,B,12,NA,D2,diacetyl,,107,1,1,,,,MOD,MOD,MOD
7_23_15,N2,OP50,1,C,1,NA,A3,2-but,,84,0,2,,,,MOD,MOD,MOD
7_23_15,N2,DA1877,2,C,2,NA,B3,2-but,,133,0,4,,,,MOD,MOD,MOD
7_23_15,N2,PA103,3,C,3,NA,C3,2-but,,129,1,2,,,,MOD,MOD,MOD
7_23_15,N2,PAK,4,C,4,NA,D3,2-but,,174,1,6,,,,MOD,MOD,MOD
7_23_15,N2,OP50,5,C,5,NA,A3,1-hex,,94,3,0,,,,MOD,MOD,MOD
7_23_15,N2,DA1877,6,C,6,NA,B3,1-hex,,198,7,10,,,,MOD,MOD,MOD
7_23_15,N2,PA103,7,C,7,NA,C3,1-hex,,97,13,10,,,,MOD,MOD,MOD
7_23_15,N2,PAK,8,C,8,NA,D3,1-hex,,55,7,4,,,,MOD,MOD,MOD
7_23_15,N2,OP50,9,C,9,NA,A3,diacetyl,,39,3,2,,,,MOD,MOD,MOD
7_23_15,N2,DA1877,10,C,10,NA,B3,diacetyl,,149,8,2,,,,MOD,MOD,MOD
7_23_15,N2,PA103,11,C,11,NA,C3,diacetyl,,168,13,6,,,,MOD,MOD,MOD
7_23_15,N2,PAK,12,C,12,NA,D3,diacetyl,,107,1,1,,,,MOD,MOD,MOD
7_23_15,N2,PAK,1,D,1,NA,A4,IAA,,93,3,0,,,,MOD,MOD,MOD
7_23_15,N2,PA103,2,D,2,NA,B4,IAA,,142,3,3,,,,MOD,MOD,MOD
7_23_15,N2,DA1877,3,D,3,NA,C4,IAA,,151,5,2,,,,MOD,MOD,MOD
7_23_15,N2,OP50,4,D,4,NA,D4,IAA,,108,0,0,,,,MOD,MOD,MOD
7_23_15,N2,PAK,5,D,5,NA,A4,bz,,83,1,0,,,,MOD,MOD,MOD
7_23_15,N2,PA103,6,D,6,NA,B4,bz,,42,4,2,,,,MOD,MOD,MOD
7_23_15,N2,DA1877,7,D,7,NA,C4,bz,,180,1,0,,,,MOD,MOD,MOD
7_23_15,N2,OP50,8,D,8,NA,D4,bz,,91,1,0,,,,MOD,MOD,MOD
7_23_15,N2,PAK,9,D,9,NA,A4,EtOH,,38,14,5,,,,MOD,MOD,MOD
7_23_15,N2,PA103,10,D,10,NA,B4,EtOH,,15,8,9,,,,MOD,MOD,MOD
7_23_15,N2,DA1877,11,D,11,NA,C4,EtOH,,86,35,8,,,,MOD,MOD,MOD
7_23_15,N2,OP50,12,D,12,NA,D4,EtOH,,32,23,6,,,,MOD,MOD,MOD
7_27_15,N2,OP50,1,A,1,NA,A1,bz,,44,0,5,,,,MOD,MOD,MOD
7_27_15,N2,JUb39,2,A,2,NA,B1,bz,,88,0,3,,,,MOD,MOD,MOD
7_27_15,N2,P.boris,3,A,3,NA,C1,bz,,62,1,1,,,,MOD,MOD,MOD
7_27_15,N2,OP50,4,A,4,NA,A1,2-but,,46,4,2,,,,MOD,MOD,MOD
7_27_15,N2,JUb39,5,A,5,NA,B1,2-but,,114,6,2,,,,MOD,MOD,MOD
7_27_15,N2,P.boris,6,A,6,NA,C1,2-but,,62,12,4,,,,MOD,MOD,MOD
7_27_15,N2,OP50,7,A,7,NA,A1,1-hex,,33,3,3,,,,MOD,MOD,MOD
7_27_15,N2,JUb39,8,A,8,NA,B1,1-hex,,83,15,5,,,,MOD,MOD,MOD
7_27_15,N2,P.boris,9,A,9,NA,C1,1-hex,,86,6,1,,,,MOD,MOD,MOD
7_27_15,N2,P.boris,1,B,1,NA,A2,2-but,,62,7,1,,,,MOD,MOD,MOD
7_27_15,N2,JUb39,2,B,2,NA,B2,2-but,,32,7,3,,,,MOD,MOD,MOD
7_27_15,N2,OP50,3,B,3,NA,C2,2-but,,29,9,3,,,,MOD,MOD,MOD
7_27_15,N2,P.boris,4,B,4,NA,A2,1-hex,,36,13,5,,,,MOD,MOD,MOD
7_27_15,N2,JUb39,5,B,5,NA,B2,1-hex,,7,2,1,,,,MOD,MOD,MOD
7_27_15,N2,OP50,6,B,6,NA,C2,1-hex,,24,13,3,,,,MOD,MOD,MOD
7_27_15,N2,P.boris,7,B,7,NA,A2,2-but,,32,10,1,,,,MOD,MOD,MOD
7_27_15,N2,JUb39,8,B,8,NA,B2,2-but,,32,4,1,,,,MOD,MOD,MOD
7_27_15,N2,OP50,9,B,9,NA,C2,2-but,,56,5,3,,,,MOD,MOD,MOD
7_27_15,N2,JUb39,1,C,1,NA,A3,bz,,129,9,2,,,,MOD,MOD,MOD
7_27_15,N2,OP50,2,C,2,NA,B3,bz,,34,0,4,,,,MOD,MOD,MOD
7_27_15,N2,P.boris,3,C,3,NA,C3,bz,,36,0,1,,,,MOD,MOD,MOD
7_27_15,N2,JUb39,4,C,4,NA,A3,diacetyl,,29,0,0,,,,MOD,MOD,MOD
7_27_15,N2,OP50,5,C,5,NA,B3,diacetyl,,24,0,0,,,,MOD,MOD,MOD
7_27_15,N2,P.boris,6,C,6,NA,C3,diacetyl,,39,1,2,,,,MOD,MOD,MOD
7_27_15,N2,JUb39,7,C,7,NA,A3,EtOH,,18,42,13,,,,MOD,MOD,MOD
7_27_15,N2,OP50,8,C,8,NA,B3,EtOH,,30,13,12,,,,MOD,MOD,MOD
7_27_15,N2,P.boris,9,C,9,NA,C3,EtOH,,28,16,10,,,,MOD,MOD,MOD
7_27_15,N2,OP50,1,D,1,NA,A4,2-but,,10,3,2,,,,MOD,PHC,PHC
7_27_15,N2,OP50,2,D,2,NA,B4,1-hex,,16,0,6,,,,MOD,PHC,PHC
7_27_15,N2,OP50,3,D,3,NA,A4,2-but,,21,2,1,,,,MOD,PHC,PHC
7_27_15,N2,JUb39,4,D,4,NA,B4,2-but,,45,6,4,,,,MOD,PHC,PHC
7_27_15,N2,JUb39,5,D,5,NA,A4,1-hex,,17,7,5,,,,MOD,PHC,PHC
7_27_15,N2,JUb39,6,D,6,NA,B4,2-but,,63,3,2,,,,MOD,PHC,PHC
7_27_15,N2,OP50,,,,,,2-but,,33,13,17,4,,,PHC,PHC,PHC
7_27_15,N2,OP50,,,,,,1-hex,,19,5,6,4,,,PHC,PHC,PHC
7_27_15,N2,OP50,,,,,,diacetyl,,50,4,1,1,,,PHC,PHC,PHC
7_27_15,N2,JUb39,,,,,,2-but,,32,8,9,5,,,PHC,PHC,PHC
7_27_15,N2,JUb39,,,,,,1-hex,,115,12,33,2,,,PHC,PHC,PHC
7_27_15,N2,JUb39,,,,,,diacetyl,,100,5,16,0,,,PHC,PHC,PHC
7_27_15,N2,P.boris,,,,,,2-but,,43,11,7,1,,,PHC,PHC,PHC
7_27_15,N2,P.boris,,,,,,1-hex,,40,2,9,3,,,PHC,PHC,PHC
7_27_15,N2,P.boris,,,,,,diacetyl,,77,5,13,2,,,PHC,PHC,PHC
7_27_15,N2,P.boris,,,,,,1-hex,,40,3,7,2,,,PHC,PHC,PHC
7_27_15,N2,P.boris,,,,,,diacetyl,,54,6,6,3,,,PHC,PHC,PHC
7_27_15,N2,P.boris,,,,,,bz,,151,0,8,2,,,PHC,PHC,PHC
7_27_15,N2,JUb39,,,,,,1-hex,,36,13,7,3,,,PHC,PHC,PHC
7_27_15,N2,JUb39,,,,,,diacetyl,,63,2,12,14,,,PHC,PHC,PHC
7_27_15,N2,JUb39,,,,,,bz,,62,3,6,3,,,PHC,PHC,PHC
7_27_15,N2,OP50,,,,,,1-hex,,38,2,4,5,,,PHC,PHC,PHC
7_27_15,N2,OP50,,,,,,diacetyl,,51,3,16,8,,,PHC,PHC,PHC
7_27_15,N2,OP50,,,,,,bz,,59,1,5,5,,,PHC,PHC,PHC
7_27_15,N2,JUb39,,,,,,diacetyl,,64,1,4,2,,,PHC,PHC,PHC
7_27_15,N2,JUb39,,,,,,bz,,60,6,3,2,,,PHC,PHC,PHC
7_27_15,N2,JUb39,,,,,,EtOH,,12,3,8,2,,,PHC,PHC,PHC
7_27_15,N2,OP50,,,,,,diacetyl,,41,14,8,2,,,PHC,PHC,PHC
7_27_15,N2,OP50,,,,,,bz,,60,1,3,2,,,PHC,PHC,PHC
7_27_15,N2,OP50,,,,,,EtOH,,21,16,17,0,,,PHC,PHC,PHC
7_27_15,N2,P.boris,,,,,,diacetyl,,43,1,3,2,,,PHC,PHC,PHC
7_27_15,N2,P.boris,,,,,,bz,,74,0,8,2,,,PHC,PHC,PHC
7_27_15,N2,P.boris,,,,,,EtOH,,13,3,15,0,,,PHC,PHC,PHC
7_27_15,N2,OP50,,,,,,2-but,,19,17,5,,,,PHC,MOD,MOD
7_27_15,N2,OP50,,,,,,1-hex,,16,3,1,,,,PHC,MOD,MOD
7_27_15,N2,OP50,,,,,,2-but,,1,3,1,,,,PHC,MOD,MOD
7_27_15,N2,JUb39,,,,,,2-but,,60,8,4,,,,PHC,MOD,MOD
7_27_15,N2,JUb39,,,,,,1-hex,,73,10,3,,,,PHC,MOD,MOD
7_27_15,N2,JUb39,,,,,,2-but,,42,6,2,,,,PHC,MOD,MOD
