date,genotype,food,cond,cue,plateID,animal,response.time,pir,group,paralyzed,line
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,518,2.8,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,519,4.4,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,520,5.1,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,521,6.7,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,522,6.5,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,523,9.7,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,524,4.7,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,525,1.6,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,526,8.1,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,527,4.2,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,528,1.3,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,529,17.7,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,530,0.9,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,531,5.9,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,532,2.7,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,533,2.1,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,534,1.3,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,535,3.6,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,536,2.7,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,537,4.9,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,538,6,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,539,0.8,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,540,1.2,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,541,1.2,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,542,1.3,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,543,4.2,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,544,1.4,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,545,4.6,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,546,5.3,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,547,2,NA,NA,non-paralyzed,
2019_02_15,N2,OP50,Tyrosine,oct_1.0,142,548,1.8,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,549,9.6,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,550,13.1,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,551,2.3,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,552,15.8,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,553,3.5,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,554,1.3,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,555,8.4,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,556,2.7,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,557,12.6,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,558,2.6,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,559,4.2,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,560,3.1,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,561,13,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,562,4.9,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,563,6.8,NA,NA,non-paralyzed,
2019_02_15,N2,JUb39,Tyrosine,oct_1.0,143,564,3.9,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,565,1.7,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,566,1.2,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,567,1.1,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,568,1.3,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,569,1.4,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,570,1.1,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,571,1.2,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,572,5.2,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,573,2.7,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,574,3.4,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,575,1.3,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,576,1.6,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,577,1.2,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,578,7.3,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,579,2.5,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,580,1.5,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,581,2.7,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,582,1.9,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,583,3.4,NA,NA,non-paralyzed,
2019_02_15,octr-1,OP50,Tyrosine,oct_1.0,146,584,5.8,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,585,1.2,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,586,7.6,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,587,3,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,588,6.7,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,589,2.5,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,590,6.4,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,591,3.2,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,592,0.8,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,593,2,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,594,1.6,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,595,2.7,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,596,6.6,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,597,3,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,598,3.5,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,599,3.2,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,600,2.7,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,601,1.4,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,602,2,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,603,1.5,NA,NA,non-paralyzed,
2019_02_15,octr-1,JUb39,Tyrosine,oct_1.0,147,604,9.4,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,605,6.5,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,606,7.7,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,607,4,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,608,9.3,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,609,2,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,610,4.1,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,611,9.2,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,612,4.8,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,613,1.7,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,614,1.1,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,615,5.9,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,616,7.1,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,617,2,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,618,1.1,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,619,3.8,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,620,4,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,621,1.5,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,622,6,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,623,1.6,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,148,624,10.4,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,625,5.6,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,626,8,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,627,9.4,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,628,3.1,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,629,5.1,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,630,3,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,631,4.7,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,632,17.5,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,633,14.6,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,634,3.7,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,635,8.9,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,636,3.1,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,637,5.6,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,638,1.5,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,639,14.9,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,640,9.9,NA,NA,non-paralyzed,
2019_02_15,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,149,641,5,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,642,1.4,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,643,1,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,644,2.1,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,645,6.2,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,646,0.9,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,647,4.4,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,648,1.8,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,649,8.7,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,650,1.7,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,651,3.9,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,652,2.5,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,653,3.6,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,654,1.4,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,655,5.3,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,656,3.2,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,657,3.6,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,658,5,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,659,5.2,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,660,3.5,NA,NA,non-paralyzed,
2019_03_06,N2,OP50,Tyrosine,oct_1.0,150,661,3.2,NA,NA,non-paralyzed,
2019_03_06,N2,JUb39,Tyrosine,oct_1.0,151,662,6,NA,NA,non-paralyzed,
2019_03_06,N2,JUb39,Tyrosine,oct_1.0,151,663,15,NA,NA,non-paralyzed,
2019_03_06,N2,JUb39,Tyrosine,oct_1.0,151,664,6.1,NA,NA,non-paralyzed,
2019_03_06,N2,JUb39,Tyrosine,oct_1.0,151,665,7.8,NA,NA,non-paralyzed,
2019_03_06,N2,JUb39,Tyrosine,oct_1.0,151,666,4.9,NA,NA,non-paralyzed,
2019_03_06,N2,JUb39,Tyrosine,oct_1.0,151,667,13,NA,NA,non-paralyzed,
2019_03_06,N2,JUb39,Tyrosine,oct_1.0,151,668,3.8,NA,NA,non-paralyzed,
2019_03_06,N2,JUb39,Tyrosine,oct_1.0,151,669,5.6,NA,NA,non-paralyzed,
2019_03_06,N2,JUb39,Tyrosine,oct_1.0,151,670,4.8,NA,NA,non-paralyzed,
2019_03_06,N2,JUb39,Tyrosine,oct_1.0,151,671,2.8,NA,NA,non-paralyzed,
2019_03_06,N2,JUb39,Tyrosine,oct_1.0,151,672,11.1,NA,NA,non-paralyzed,
2019_03_06,N2,JUb39,Tyrosine,oct_1.0,151,673,6.4,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,674,2.7,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,675,1.8,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,676,2.9,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,677,0.8,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,678,3.3,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,679,2.9,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,680,3.5,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,681,3,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,682,15.3,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,683,4.4,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,684,2.8,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,685,1.3,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,686,1.6,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,687,3.6,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,688,2.2,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,689,3.5,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,690,3.6,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,691,2.8,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,692,1.8,NA,NA,non-paralyzed,
2019_03_06,octr-1,OP50,Tyrosine,oct_1.0,154,693,1.7,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,694,2.4,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,695,5.5,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,696,4.9,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,697,9.2,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,698,1.2,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,699,2.7,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,700,3.1,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,701,3.8,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,702,2.2,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,703,3.6,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,704,1.7,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,705,1.4,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,706,3.9,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,707,2.2,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,708,1.5,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,709,3.4,NA,NA,non-paralyzed,
2019_03_06,octr-1,JUb39,Tyrosine,oct_1.0,155,710,7.1,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,711,5.7,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,712,1.3,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,713,4.7,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,714,9.6,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,715,10.9,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,716,8,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,717,1.1,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,718,4.3,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,719,7.8,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,720,4.5,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,721,11.2,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,722,2.2,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,723,6.9,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,724,3.1,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,725,4.1,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,726,5.7,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,727,0.9,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,728,3.7,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,729,2.2,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,156,730,2.8,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,731,6,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,732,10.1,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,733,4.7,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,734,4.7,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,735,18.1,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,736,2.2,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,737,5.4,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,738,2.3,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,739,15,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,740,4.6,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,741,6.4,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,742,6,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,743,1.2,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,744,3.5,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,745,8.1,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,746,4.1,NA,NA,non-paralyzed,
2019_03_06,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,157,747,3.9,NA,NA,non-paralyzed,
2019_04_02,N2,OP50,Tyrosine,oct_1.0,172,748,2.2,NA,NA,non-paralyzed,
2019_04_02,N2,OP50,Tyrosine,oct_1.0,172,749,3.9,NA,NA,non-paralyzed,
2019_04_02,N2,OP50,Tyrosine,oct_1.0,172,750,2.8,NA,NA,non-paralyzed,
2019_04_02,N2,OP50,Tyrosine,oct_1.0,172,751,4.2,NA,NA,non-paralyzed,
2019_04_02,N2,OP50,Tyrosine,oct_1.0,172,752,2.9,NA,NA,non-paralyzed,
2019_04_02,N2,OP50,Tyrosine,oct_1.0,172,753,1.3,NA,NA,non-paralyzed,
2019_04_02,N2,OP50,Tyrosine,oct_1.0,172,754,4.4,NA,NA,non-paralyzed,
2019_04_02,N2,OP50,Tyrosine,oct_1.0,172,755,2.8,NA,NA,non-paralyzed,
2019_04_02,N2,OP50,Tyrosine,oct_1.0,172,756,1.9,NA,NA,non-paralyzed,
2019_04_02,N2,OP50,Tyrosine,oct_1.0,172,757,3.3,NA,NA,non-paralyzed,
2019_04_02,N2,OP50,Tyrosine,oct_1.0,172,758,2,NA,NA,non-paralyzed,
2019_04_02,N2,OP50,Tyrosine,oct_1.0,172,759,1.7,NA,NA,non-paralyzed,
2019_04_02,N2,OP50,Tyrosine,oct_1.0,172,760,2.7,NA,NA,non-paralyzed,
2019_04_02,N2,OP50,Tyrosine,oct_1.0,172,761,6.3,NA,NA,non-paralyzed,
