date,genotype,food,cond,cue,plateID,animal,response.time,pir,group,paralyzed,line
2019_01_07,tyra-2,JUb39,Tyrosine,oct_1.0,100,261,5.1,NA,NA,non-paralyzed,
2019_01_07,tyra-2,JUb39,Tyrosine,oct_1.0,100,262,7.3,NA,NA,non-paralyzed,
2019_01_07,tyra-2,JUb39,Tyrosine,oct_1.0,100,263,2.9,NA,NA,non-paralyzed,
2019_01_07,tyra-2,JUb39,Tyrosine,oct_1.0,100,264,2.6,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,265,1.9,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,266,1.8,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,267,5.7,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,268,3.3,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,269,4.1,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,270,3.4,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,271,9.7,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,272,1.6,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,273,1.4,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,274,2,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,275,3.1,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,276,1.4,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,277,1.3,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,278,8.2,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,279,5.8,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,280,6.5,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,281,2.3,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,282,3.2,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,283,4.3,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,284,5.6,NA,NA,non-paralyzed,
2019_01_07,octr-1,OP50,Tyrosine,oct_1.0,103,285,5.6,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,286,3.1,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,287,1.2,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,288,1.9,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,289,10.4,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,290,8.5,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,291,2.6,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,292,4.6,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,293,5.1,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,294,7.5,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,295,2.3,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,296,3.2,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,297,7.1,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,298,3.5,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,299,13.5,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,300,4.5,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,301,5.3,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,302,13.6,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,303,2.3,NA,NA,non-paralyzed,
2019_01_07,octr-1,JUb39,Tyrosine,oct_1.0,104,304,5.3,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,305,8.6,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,306,0.9,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,307,8.5,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,308,6.7,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,309,4.4,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,310,1.8,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,311,6.9,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,312,10.8,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,313,3.8,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,314,1.1,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,315,2.7,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,316,6.8,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,317,10.9,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,318,9.8,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,319,10.1,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,320,5.4,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,321,7.2,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,322,6.6,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,323,4.2,NA,NA,non-paralyzed,
2019_01_14,N2,JUb39,Tyrosine,oct_1.0,113,324,5.6,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,325,1.7,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,326,1.8,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,327,1.2,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,328,5.4,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,329,4.6,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,330,1.9,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,331,5.1,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,332,2.1,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,333,1.4,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,334,1.3,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,335,2.3,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,336,1.6,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,337,3.7,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,338,2.9,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,339,1.5,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,340,1.5,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,341,1.4,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,342,0.9,NA,NA,non-paralyzed,
2019_01_14,N2,OP50,Tyrosine,oct_1.0,114,343,1.5,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,344,2.2,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,345,1.7,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,346,2.6,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,347,1.4,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,348,0.8,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,349,2.9,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,350,10.1,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,351,1.5,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,352,13.2,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,353,3.1,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,354,4.2,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,355,4.4,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,356,2.5,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,357,1.1,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,358,6.8,NA,NA,non-paralyzed,
2019_01_14,octr-1,JUb39,Tyrosine,oct_1.0,117,359,2.6,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,360,2.7,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,361,2.4,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,362,2.7,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,363,7.9,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,364,6.7,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,365,4.1,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,366,5.1,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,367,4.9,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,368,8.9,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,369,2.1,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,370,3.4,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,371,5.2,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,372,1.7,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,373,2.9,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,374,1.5,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,375,2.6,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,376,2.8,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,377,5,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,378,1.1,NA,NA,non-paralyzed,
2019_01_14,octr-1,OP50,Tyrosine,oct_1.0,118,379,1.2,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,380,3.3,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,381,8,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,382,8.4,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,383,4,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,384,2.8,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,385,1.9,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,386,5.2,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,387,5,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,388,1.2,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,389,4.8,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,390,4,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,391,3.4,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,392,3.1,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,393,3.6,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,394,2.4,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,395,5.6,NA,NA,non-paralyzed,
2019_01_14,tyra-2,JUb39,Tyrosine,oct_1.0,123,396,7.7,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,397,1.1,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,398,5.1,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,399,3.5,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,400,2.9,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,401,3.2,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,402,5.8,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,403,1.5,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,404,3.5,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,405,2.7,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,406,1.2,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,407,3.8,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,408,3.4,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,409,2.6,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,410,2.8,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,411,3.2,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,412,3.7,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,413,1.1,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,414,5.7,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,415,3.1,NA,NA,non-paralyzed,
2019_01_14,tyra-2,OP50,Tyrosine,oct_1.0,124,416,2.5,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,417,2,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,418,1.1,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,419,2.2,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,420,1.4,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,421,0.8,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,422,1.1,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,423,1.3,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,424,4.9,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,425,1.9,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,426,1.3,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,427,2.9,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,428,2.9,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,429,1.8,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,430,8.4,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,431,1.6,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,432,6.1,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,433,1.4,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,434,1.8,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,435,1.5,NA,NA,non-paralyzed,
2019_02_05,N2,OP50,Tyrosine,oct_1.0,132,436,2.5,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,437,1.8,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,438,4.1,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,439,2,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,440,2.4,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,441,4.4,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,442,6,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,443,4.2,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,444,3.1,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,445,8.2,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,446,2.1,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,447,10.4,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,448,3.9,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,449,3.8,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,450,2.6,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,451,9.3,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,452,2,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,453,11.8,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,454,4.3,NA,NA,non-paralyzed,
2019_02_05,N2,JUb39,Tyrosine,oct_1.0,133,455,8.4,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,456,1.7,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,457,0.8,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,458,1.5,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,459,1.6,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,460,1.6,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,461,1.4,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,462,1.9,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,463,1.9,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,464,1.4,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,465,1.2,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,466,1.2,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,467,2,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,468,2.1,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,469,2.4,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,470,1.6,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,471,1.4,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,472,1.4,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,473,1.1,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,474,11.1,NA,NA,non-paralyzed,
2019_02_05,octr-1,OP50,Tyrosine,oct_1.0,134,475,1.7,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,476,2.6,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,477,1.7,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,478,1.5,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,479,4.9,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,480,1.8,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,481,2.3,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,482,1.9,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,483,2.2,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,484,1.2,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,485,1.5,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,486,2.2,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,487,2.2,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,488,1.3,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,489,7,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,490,1.8,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,491,1.1,NA,NA,non-paralyzed,
2019_02_05,octr-1,JUb39,Tyrosine,oct_1.0,135,492,2.9,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,493,0.8,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,494,7.4,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,495,5,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,496,5,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,497,2.8,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,498,7.9,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,499,2.2,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,500,0.9,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,501,1.8,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,502,4.3,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,503,9.3,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,504,1.8,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,505,2.6,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,506,2.1,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,507,6.3,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,508,5.5,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,509,6,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,510,10,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,511,1,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],OP50,Tyrosine,oct_1.0,136,512,4.6,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,513,8.1,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,514,5.8,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,515,10.2,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,516,1.2,NA,NA,non-paralyzed,
2019_02_05,octr-1; ex[sra6p::octr-1],JUb39,Tyrosine,oct_1.0,137,517,6.5,NA,NA,non-paralyzed,
